"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"700101",7001,1,"Male",42,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"700102",7001,2,"Female",34,"Spouse of Head of Household","CHRISTIANITY","DO NOT KNOW",1
"700103",7001,3,"Male",17,NA,NA,NA,NA
"700104",7001,4,"Male",16,NA,NA,NA,NA
"700201",7002,1,"Male",45,"Head of Household","CHRISTIANITY",NA,1
"700202",7002,2,"Female",38,"Spouse of Head of Household","CHRISTIANITY","DO NOT KNOW",1
"700203",7002,3,"Male",23,NA,NA,NA,NA
"700204",7002,4,"Female",21,"Other","CHRISTIANITY",NA,1
"700205",7002,5,"Male",17,NA,NA,NA,NA
"700206",7002,6,"Female",80,NA,NA,NA,NA
"700301",7003,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"700302",7003,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"700303",7003,3,"Male",40,"Other","HINDUISM","OBC",1
"700304",7003,4,"Female",30,"Other","HINDUISM","OBC",1
"700305",7003,5,"Male",3,NA,NA,NA,NA
"700306",7003,6,"Male",35,NA,NA,NA,NA
"700401",7004,1,"Male",37,"Head of Household","CHRISTIANITY",NA,1
"700402",7004,2,"Female",32,"Spouse of Head of Household","CHRISTIANITY",NA,1
"700403",7004,3,"Male",11,NA,NA,NA,NA
"700404",7004,4,"Male",9,NA,NA,NA,NA
"700405",7004,5,"Female",60,NA,NA,NA,NA
"700406",7004,6,"Female",65,NA,NA,NA,NA
"700501",7005,1,"Female",30,NA,NA,NA,NA
"700502",7005,2,"Male",10,NA,NA,NA,NA
"700503",7005,3,"Female",8,NA,NA,NA,NA
"700601",7006,1,"Male",28,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"700602",7006,2,"Female",24,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"700603",7006,3,"Male",7,NA,NA,NA,NA
"700604",7006,4,"Female",5,NA,NA,NA,NA
"700701",7007,1,"Male",50,NA,NA,NA,NA
"700702",7007,2,"Female",41,NA,NA,NA,NA
"700703",7007,3,"Male",20,NA,NA,NA,NA
"700704",7007,4,"Male",18,NA,NA,NA,NA
"700705",7007,5,"Male",17,NA,NA,NA,NA
"700801",7008,1,"Male",60,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"700802",7008,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"700803",7008,3,"Male",24,NA,NA,NA,NA
"700804",7008,4,"Male",20,NA,NA,NA,NA
"700901",7009,1,"Male",24,NA,NA,NA,NA
"700902",7009,2,"Male",22,NA,NA,NA,NA
"700903",7009,3,"Male",19,NA,NA,NA,NA
"700904",7009,4,"Female",17,NA,NA,NA,NA
"700905",7009,5,"Male",8,NA,NA,NA,NA
"701001",7010,1,"Female",65,NA,NA,NA,NA
"701002",7010,2,"Male",32,NA,NA,NA,NA
"701003",7010,3,"Male",29,NA,NA,NA,NA
"701004",7010,4,"Female",25,NA,NA,NA,NA
"701005",7010,5,"Male",23,NA,NA,NA,NA
"701101",7011,1,"Female",55,NA,NA,NA,NA
"701102",7011,2,"Male",35,NA,NA,NA,NA
"701103",7011,3,"Female",21,NA,NA,NA,NA
"701104",7011,4,"Male",2,NA,NA,NA,NA
"701201",7012,1,"Male",38,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"701202",7012,2,"Female",29,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"701203",7012,3,"Female",17,NA,NA,NA,NA
"701204",7012,4,"Male",15,NA,NA,NA,NA
"701205",7012,5,"Male",11,NA,NA,NA,NA
"701301",7013,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"701302",7013,2,"Female",29,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"701303",7013,3,"Female",14,NA,NA,NA,NA
"701304",7013,4,"Female",10,NA,NA,NA,NA
"701401",7014,1,"Male",60,NA,NA,NA,NA
"701402",7014,2,"Female",45,NA,NA,NA,NA
"701403",7014,3,"Male",28,NA,NA,NA,NA
"701404",7014,4,"Female",20,NA,NA,NA,NA
"701405",7014,5,"Male",9,NA,NA,NA,NA
"701501",7015,1,"Male",31,NA,NA,NA,NA
"701502",7015,2,"Female",26,NA,NA,NA,NA
"701503",7015,3,"Female",12,NA,NA,NA,NA
"701504",7015,4,"Male",8,NA,NA,NA,NA
"701601",7016,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"701602",7016,2,"Female",38,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"701603",7016,3,"Male",25,"Other","HINDUISM","SCHEDULED CASTE",1
"701604",7016,4,"Female",21,"Other","HINDUISM","SCHEDULED CASTE",1
"701605",7016,5,"Male",7,NA,NA,NA,NA
"701701",7017,1,"Male",50,NA,NA,NA,NA
"701702",7017,2,"Female",40,NA,NA,NA,NA
"701703",7017,3,"Male",24,NA,NA,NA,NA
"701704",7017,4,"Male",21,NA,NA,NA,NA
"701705",7017,5,"Female",9,NA,NA,NA,NA
"701801",7018,1,"Male",55,NA,NA,NA,NA
"701802",7018,2,"Female",50,NA,NA,NA,NA
"701803",7018,3,"Male",40,NA,NA,NA,NA
"701804",7018,4,"Female",28,NA,NA,NA,NA
"701805",7018,5,"Female",16,NA,NA,NA,NA
"701806",7018,6,"Female",7,NA,NA,NA,NA
"701807",7018,7,"Male",3,NA,NA,NA,NA
"701901",7019,1,"Male",25,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"701902",7019,2,"Female",45,"Other","HINDUISM","SCHEDULED CASTE",1
"701903",7019,3,"Female",60,NA,NA,NA,NA
"702001",7020,1,"Male",45,NA,NA,NA,NA
"702002",7020,2,"Female",38,NA,NA,NA,NA
"702003",7020,3,"Female",15,NA,NA,NA,NA
"702004",7020,4,"Male",12,NA,NA,NA,NA
"702101",7021,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"702102",7021,2,"Female",41,"Spouse of Head of Household","HINDUISM","OBC",1
"702103",7021,3,"Female",17,NA,NA,NA,NA
"702104",7021,4,"Male",15,NA,NA,NA,NA
"702105",7021,5,"Male",11,NA,NA,NA,NA
"702201",7022,1,"Male",28,"Head of Household","HINDUISM","OBC",1
"702202",7022,2,"Male",25,NA,NA,NA,NA
"702203",7022,3,"Male",23,NA,NA,NA,NA
"702204",7022,4,"Female",50,"Other","HINDUISM","OBC",1
"702205",7022,5,"Female",76,NA,NA,NA,NA
"702301",7023,1,"Male",50,NA,NA,NA,NA
"702302",7023,2,"Female",40,NA,NA,NA,NA
"702303",7023,3,"Male",24,NA,NA,NA,NA
"702304",7023,4,"Male",39,NA,NA,NA,NA
"702305",7023,5,"Female",28,NA,NA,NA,NA
"702306",7023,6,"Male",10,NA,NA,NA,NA
"702307",7023,7,"Female",7,NA,NA,NA,NA
"702401",7024,1,"Male",40,NA,NA,NA,NA
"702402",7024,2,"Female",34,NA,NA,NA,NA
"702501",7025,1,"Male",40,NA,NA,NA,NA
"702502",7025,2,"Female",35,NA,NA,NA,NA
"702503",7025,3,"Female",11,NA,NA,NA,NA
"702504",7025,4,"Female",7,NA,NA,NA,NA
"702505",7025,5,"Male",4,NA,NA,NA,NA
"702506",7025,6,"Female",70,NA,NA,NA,NA
"702601",7026,1,"Male",65,"Head of Household","HINDUISM","OBC",1
"702602",7026,2,"Female",45,NA,NA,NA,NA
"702603",7026,3,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"702604",7026,4,"Female",80,NA,NA,NA,NA
"702605",7026,5,"Male",20,NA,NA,NA,NA
"702606",7026,6,"Male",18,NA,NA,NA,NA
"702701",7027,1,"Male",60,NA,NA,NA,NA
"702702",7027,2,"Female",40,NA,NA,NA,NA
"702703",7027,3,"Male",23,NA,NA,NA,NA
"702704",7027,4,"Male",18,NA,NA,NA,NA
"702705",7027,5,"Male",15,NA,NA,NA,NA
"702801",7028,1,"Male",44,"Head of Household","HINDUISM","OBC",1
"702802",7028,2,"Male",80,NA,NA,NA,NA
"702803",7028,3,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"702804",7028,4,"Female",16,NA,NA,NA,NA
"702805",7028,5,"Female",12,NA,NA,NA,NA
"702806",7028,6,"Male",25,NA,NA,NA,NA
"702901",7029,1,"Male",38,NA,NA,NA,NA
"702902",7029,2,"Female",32,NA,NA,NA,NA
"702903",7029,3,"Female",12,NA,NA,NA,NA
"702904",7029,4,"Male",9,NA,NA,NA,NA
"703001",7030,1,"Male",68,NA,NA,NA,NA
"703002",7030,2,"Female",57,NA,NA,NA,NA
"703003",7030,3,"Male",42,NA,NA,NA,NA
"703004",7030,4,"Female",32,NA,NA,NA,NA
"703005",7030,5,"Male",18,NA,NA,NA,NA
"703006",7030,6,"Male",16,NA,NA,NA,NA
"703101",7031,1,"Male",70,NA,NA,NA,NA
"703102",7031,2,"Male",35,NA,NA,NA,NA
"703103",7031,3,"Female",30,NA,NA,NA,NA
"703104",7031,4,"Male",28,NA,NA,NA,NA
"703105",7031,5,"Female",21,NA,NA,NA,NA
"703106",7031,6,"Male",12,NA,NA,NA,NA
"703107",7031,7,"Female",10,NA,NA,NA,NA
"703108",7031,8,"Female",3,NA,NA,NA,NA
"703109",7031,9,"Female",35,NA,NA,NA,NA
"703110",7031,10,"Female",18,NA,NA,NA,NA
"703201",7032,1,"Male",45,NA,NA,NA,NA
"703202",7032,2,"Female",38,NA,NA,NA,NA
"703203",7032,3,"Male",18,NA,NA,NA,NA
"703204",7032,4,"Female",16,NA,NA,NA,NA
"703301",7033,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"703302",7033,2,"Male",41,"Other","HINDUISM","OBC",1
"703303",7033,3,"Female",38,"Other","HINDUISM","OBC",1
"703304",7033,4,"Male",8,NA,NA,NA,NA
"703305",7033,5,"Male",39,"Other","HINDUISM","OBC",1
"703306",7033,6,"Female",35,"Other","HINDUISM","OBC",1
"703307",7033,7,"Male",7,NA,NA,NA,NA
"703308",7033,8,"Male",3,NA,NA,NA,NA
"703309",7033,9,"Male",35,"Other","HINDUISM","OBC",1
"703310",7033,10,"Female",20,"Other","HINDUISM","OBC",1
"703311",7033,11,"Male",28,NA,NA,NA,NA
"703312",7033,12,"Male",26,NA,NA,NA,NA
"703401",7034,1,"Female",50,"Head of Household","HINDUISM","OBC",1
"703402",7034,2,"Female",18,"Other","HINDUISM","OBC",1
"703501",7035,1,"Male",42,"Head of Household","HINDUISM","OBC",1
"703502",7035,2,"Female",37,"Spouse of Head of Household","HINDUISM","OBC",1
"703503",7035,3,"Male",16,NA,NA,NA,NA
"703504",7035,4,"Male",14,NA,NA,NA,NA
"703601",7036,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"703602",7036,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"703603",7036,3,"Female",18,"Other","HINDUISM","OBC",1
"703604",7036,4,"Male",15,NA,NA,NA,NA
"703605",7036,5,"Male",12,NA,NA,NA,NA
"703701",7037,1,"Male",72,"Head of Household","HINDUISM","OBC",1
"703702",7037,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"703703",7037,3,"Male",28,NA,NA,NA,NA
"703704",7037,4,"Female",19,"Other","HINDUISM","OBC",1
"703705",7037,5,"Female",5,NA,NA,NA,NA
"703801",7038,1,"Male",55,NA,NA,NA,NA
"703802",7038,2,"Female",45,NA,NA,NA,NA
"703803",7038,3,"Male",20,NA,NA,NA,NA
"703804",7038,4,"Female",15,NA,NA,NA,NA
"703901",7039,1,"Male",53,NA,NA,NA,NA
"703902",7039,2,"Female",45,NA,NA,NA,NA
"703903",7039,3,"Male",24,NA,NA,NA,NA
"703904",7039,4,"Male",22,NA,NA,NA,NA
"703905",7039,5,"Male",20,NA,NA,NA,NA
"703906",7039,6,"Male",78,NA,NA,NA,NA
"704001",7040,1,"Male",40,"Head of Household","HINDUISM","OBC",1
"704002",7040,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"704003",7040,3,"Male",19,NA,NA,NA,NA
"704004",7040,4,"Male",10,NA,NA,NA,NA
"704101",7041,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"704102",7041,2,"Female",28,"Spouse of Head of Household","HINDUISM","OBC",1
"704103",7041,3,"Male",10,NA,NA,NA,NA
"704104",7041,4,"Female",8,NA,NA,NA,NA
"704201",7042,1,"Male",62,"Spouse of Head of Household","HINDUISM","OBC",1
"704202",7042,2,"Female",51,NA,NA,NA,NA
"704203",7042,3,"Male",23,NA,NA,NA,NA
"704301",7043,1,"Male",40,NA,NA,NA,NA
"704302",7043,2,"Female",35,NA,NA,NA,NA
"704303",7043,3,"Male",16,NA,NA,NA,NA
"704304",7043,4,"Female",14,NA,NA,NA,NA
"704305",7043,5,"Male",12,NA,NA,NA,NA
"704401",7044,1,"Female",35,NA,NA,NA,NA
"704402",7044,2,"Male",19,NA,NA,NA,NA
"704403",7044,3,"Female",16,NA,NA,NA,NA
"704501",7045,1,"Male",28,NA,NA,NA,NA
"704502",7045,2,"Female",22,"Spouse of Head of Household","HINDUISM","OBC",1
"704503",7045,3,"Female",4,NA,NA,NA,NA
"704504",7045,4,"Female",12,NA,NA,NA,NA
"704505",7045,5,"Male",60,NA,NA,NA,NA
"704506",7045,6,"Female",58,NA,NA,NA,NA
"704601",7046,1,"Male",30,NA,NA,NA,NA
"704602",7046,2,"Female",26,NA,NA,NA,NA
"704603",7046,3,"Female",14,NA,NA,NA,NA
"704604",7046,4,"Male",11,NA,NA,NA,NA
"704701",7047,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"704702",7047,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
