"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"5900101",59001,1,"Male",55,NA,NA,NA,NA
"5900102",59001,2,"Female",42,NA,NA,NA,NA
"5900103",59001,3,"Male",22,NA,NA,NA,NA
"5900104",59001,4,"Female",17,NA,NA,NA,NA
"5900201",59002,1,"Male",53,"Head of Household","HINDUISM","OBC",1
"5900202",59002,2,"Female",42,"Spouse of Head of Household","HINDUISM","OBC",1
"5900203",59002,3,"Female",22,"Other","HINDUISM","OBC",1
"5900204",59002,4,"Male",20,NA,NA,NA,NA
"5900301",59003,1,"Male",26,"Head of Household","HINDUISM","OBC",1
"5900302",59003,2,"Female",20,"Spouse of Head of Household","HINDUISM","OBC",1
"5900303",59003,3,"Female",3,NA,NA,NA,NA
"5900304",59003,4,"Female",1,NA,NA,NA,NA
"5900305",59003,5,"Male",65,NA,NA,NA,NA
"5900306",59003,6,"Female",55,NA,NA,NA,NA
"5900401",59004,1,"Male",42,NA,NA,NA,NA
"5900402",59004,2,"Female",35,NA,NA,NA,NA
"5900403",59004,3,"Male",17,NA,NA,NA,NA
"5900404",59004,4,"Male",11,NA,NA,NA,NA
"5900501",59005,1,"Male",50,NA,NA,NA,NA
"5900502",59005,2,"Female",45,NA,NA,NA,NA
"5900503",59005,3,"Male",25,NA,NA,NA,NA
"5900601",59006,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"5900602",59006,2,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"5900603",59006,3,"Male",18,NA,NA,NA,NA
"5900701",59007,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"5900702",59007,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"5900703",59007,3,"Female",55,NA,NA,NA,NA
"5900704",59007,4,"Male",42,"Other","HINDUISM","OBC",1
"5900705",59007,5,"Female",35,"Other","HINDUISM","OBC",1
"5900706",59007,6,"Female",11,NA,NA,NA,NA
"5900707",59007,7,"Male",9,NA,NA,NA,NA
"5900708",59007,8,"Male",30,"Other","HINDUISM","OBC",1
"5900709",59007,9,"Female",29,"Other","HINDUISM","OBC",1
"5900710",59007,10,"Male",9,NA,NA,NA,NA
