"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"3800101",38001,1,"Male",46,"Head of Household","HINDUISM","OBC",1
"3800102",38001,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"3800103",38001,3,"Male",25,"Other","HINDUISM","OBC",1
"3800104",38001,4,"Female",19,"Other","HINDUISM","OBC",1
"3800105",38001,5,"Male",2,NA,NA,NA,NA
"3800201",38002,1,"Male",46,NA,NA,NA,NA
"3800202",38002,2,"Female",40,NA,NA,NA,NA
"3800203",38002,3,"Male",24,NA,NA,NA,NA
"3800204",38002,4,"Female",18,NA,NA,NA,NA
"3800205",38002,5,"Male",6,NA,NA,NA,NA
"3800206",38002,6,"Female",14,NA,NA,NA,NA
"3800301",38003,1,"Female",40,NA,NA,NA,NA
"3800302",38003,2,"Male",18,NA,NA,NA,NA
"3800401",38004,1,"Male",45,NA,NA,NA,NA
"3800402",38004,2,"Female",35,NA,NA,NA,NA
"3800403",38004,3,"Female",16,NA,NA,NA,NA
"3800404",38004,4,"Male",13,NA,NA,NA,NA
"3800501",38005,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3800502",38005,2,"Female",40,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3800503",38005,3,"Male",18,NA,NA,NA,NA
"3800504",38005,4,"Male",16,NA,NA,NA,NA
"3800505",38005,5,"Male",14,NA,NA,NA,NA
"3800506",38005,6,"Male",12,NA,NA,NA,NA
"3800507",38005,7,"Female",10,NA,NA,NA,NA
"3800508",38005,8,"Male",70,NA,NA,NA,NA
"3800601",38006,1,"Female",45,"Head of Household","HINDUISM","OBC",1
"3800701",38007,1,"Male",25,NA,NA,NA,NA
"3800702",38007,2,"Female",23,NA,NA,NA,NA
"3800703",38007,3,"Male",70,NA,NA,NA,NA
"3800704",38007,4,"Female",60,NA,NA,NA,NA
"3800801",38008,1,"Male",48,NA,NA,NA,NA
"3800802",38008,2,"Female",38,NA,NA,NA,NA
