"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"7700101",77001,1,"Male",24,NA,NA,NA,NA
"7700102",77001,2,"Female",20,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7700103",77001,3,"Male",65,NA,NA,NA,NA
"7700104",77001,4,"Female",55,NA,NA,NA,NA
"7700105",77001,5,"Male",15,NA,NA,NA,NA
"7700106",77001,6,"Female",13,NA,NA,NA,NA
"7700201",77002,1,"Male",42,NA,NA,NA,NA
"7700202",77002,2,"Female",37,NA,NA,NA,NA
"7700203",77002,3,"Male",17,NA,NA,NA,NA
"7700204",77002,4,"Male",15,NA,NA,NA,NA
"7700301",77003,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"7700302",77003,2,"Female",25,"Spouse of Head of Household","HINDUISM","OBC",1
"7700303",77003,3,"Male",3,NA,NA,NA,NA
"7700304",77003,4,"Male",21,NA,NA,NA,NA
"7700401",77004,1,"Male",40,NA,NA,NA,NA
"7700402",77004,2,"Female",28,NA,NA,NA,NA
"7700403",77004,3,"Female",7,NA,NA,NA,NA
"7700404",77004,4,"Female",75,NA,NA,NA,NA
"7700501",77005,1,"Male",44,"Head of Household","HINDUISM","OBC",1
"7700502",77005,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"7700503",77005,3,"Female",14,NA,NA,NA,NA
"7700504",77005,4,"Female",12,NA,NA,NA,NA
"7700601",77006,1,"Female",65,NA,NA,NA,NA
"7700701",77007,1,"Male",33,"Head of Household","HINDUISM","OBC",1
"7700702",77007,2,"Female",28,"Spouse of Head of Household","HINDUISM","OBC",1
"7700703",77007,3,"Male",8,NA,NA,NA,NA
"7700801",77008,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"7700802",77008,2,"Female",33,"Spouse of Head of Household","HINDUISM","OBC",1
"7700803",77008,3,"Female",11,NA,NA,NA,NA
"7700804",77008,4,"Male",8,NA,NA,NA,NA
"7700805",77008,5,"Male",70,NA,NA,NA,NA
"7700806",77008,6,"Female",60,NA,NA,NA,NA
"7700901",77009,1,"Male",56,NA,NA,NA,NA
"7700902",77009,2,"Female",50,NA,NA,NA,NA
"7701001",77010,1,"Male",80,NA,NA,NA,NA
"7701002",77010,2,"Female",72,NA,NA,NA,NA
"7701101",77011,1,"Female",55,NA,NA,NA,NA
"7701201",77012,1,"Male",20,NA,NA,NA,NA
"7701202",77012,2,"Female",18,NA,NA,NA,NA
"7701203",77012,3,"Male",55,NA,NA,NA,NA
"7701204",77012,4,"Female",45,NA,NA,NA,NA
"7701301",77013,1,"Female",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7701302",77013,2,"Male",13,NA,NA,NA,NA
"7701303",77013,3,"Male",28,"Other","HINDUISM","SCHEDULED CASTE",1
"7701304",77013,4,"Female",20,"Other","HINDUISM","SCHEDULED CASTE",1
"7701305",77013,5,"Male",85,NA,NA,NA,NA
"7701401",77014,1,"Male",35,NA,NA,NA,NA
"7701402",77014,2,"Female",25,NA,NA,NA,NA
"7701403",77014,3,"Male",7,NA,NA,NA,NA
"7701404",77014,4,"Female",3,NA,NA,NA,NA
"7701501",77015,1,"Male",60,NA,NA,NA,NA
"7701502",77015,2,"Female",50,NA,NA,NA,NA
"7701503",77015,3,"Male",21,NA,NA,NA,NA
"7701504",77015,4,"Male",20,NA,NA,NA,NA
"7701505",77015,5,"Female",80,NA,NA,NA,NA
"7701601",77016,1,"Male",42,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7701602",77016,2,"Female",39,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7701603",77016,3,"Male",19,NA,NA,NA,NA
"7701701",77017,1,"Female",56,NA,NA,NA,NA
"7701702",77017,2,"Male",34,NA,NA,NA,NA
"7701703",77017,3,"Female",24,NA,NA,NA,NA
"7701704",77017,4,"Male",6,NA,NA,NA,NA
"7701705",77017,5,"Female",1,NA,NA,NA,NA
"7701801",77018,1,"Male",60,NA,NA,NA,NA
"7701802",77018,2,"Female",56,NA,NA,NA,NA
"7701901",77019,1,"Male",36,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7701902",77019,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7701903",77019,3,"Female",9,NA,NA,NA,NA
"7701904",77019,4,"Male",7,NA,NA,NA,NA
"7702001",77020,1,"Male",45,NA,NA,NA,NA
"7702002",77020,2,"Female",32,NA,NA,NA,NA
"7702003",77020,3,"Female",15,NA,NA,NA,NA
"7702004",77020,4,"Male",13,NA,NA,NA,NA
"7702005",77020,5,"Female",12,NA,NA,NA,NA
"7702101",77021,1,"Male",45,NA,NA,NA,NA
"7702102",77021,2,"Female",30,NA,NA,NA,NA
"7702103",77021,3,"Male",8,NA,NA,NA,NA
"7702104",77021,4,"Female",6,NA,NA,NA,NA
"7702105",77021,5,"Male",23,NA,NA,NA,NA
"7702201",77022,1,"Male",60,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702202",77022,2,"Female",58,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702203",77022,3,"Male",26,"Other","HINDUISM","SCHEDULED CASTE",1
"7702204",77022,4,"Female",18,NA,NA,NA,NA
"7702205",77022,5,"Female",1,NA,NA,NA,NA
"7702206",77022,6,"Male",18,NA,NA,NA,NA
"7702301",77023,1,"Female",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702401",77024,1,"Male",42,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702402",77024,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702403",77024,3,"Male",16,NA,NA,NA,NA
"7702404",77024,4,"Female",12,NA,NA,NA,NA
"7702405",77024,5,"Female",10,NA,NA,NA,NA
"7702501",77025,1,"Male",27,NA,NA,NA,NA
"7702502",77025,2,"Female",20,NA,NA,NA,NA
"7702503",77025,3,"Male",25,NA,NA,NA,NA
"7702504",77025,4,"Female",62,NA,NA,NA,NA
"7702601",77026,1,"Male",52,NA,NA,NA,NA
"7702701",77027,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702702",77027,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702703",77027,3,"Male",20,NA,NA,NA,NA
"7702704",77027,4,"Male",18,NA,NA,NA,NA
"7702801",77028,1,"Male",68,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702802",77028,2,"Female",60,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7702803",77028,3,"Male",35,NA,NA,NA,NA
"7702804",77028,4,"Female",25,NA,NA,NA,NA
"7702805",77028,5,"Female",6,NA,NA,NA,NA
"7702806",77028,6,"Female",1,NA,NA,NA,NA
"7702901",77029,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"7702902",77029,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"7702903",77029,3,"Male",20,NA,NA,NA,NA
"7703001",77030,1,"Male",55,NA,NA,NA,NA
"7703002",77030,2,"Female",45,NA,NA,NA,NA
"7703003",77030,3,"Male",25,NA,NA,NA,NA
"7703004",77030,4,"Male",20,NA,NA,NA,NA
"7703005",77030,5,"Male",70,NA,NA,NA,NA
"7703101",77031,1,"Female",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7703102",77031,2,"Female",15,NA,NA,NA,NA
"7703103",77031,3,"Male",12,NA,NA,NA,NA
"7703104",77031,4,"Male",60,NA,NA,NA,NA
"7703105",77031,5,"Female",55,NA,NA,NA,NA
