"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"7300101",73001,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300102",73001,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300103",73001,3,"Male",14,NA,NA,NA,NA
"7300104",73001,4,"Male",12,NA,NA,NA,NA
"7300105",73001,5,"Male",70,NA,NA,NA,NA
"7300106",73001,6,"Female",60,NA,NA,NA,NA
"7300201",73002,1,"Male",40,NA,NA,NA,NA
"7300202",73002,2,"Female",30,NA,NA,NA,NA
"7300203",73002,3,"Female",17,NA,NA,NA,NA
"7300204",73002,4,"Female",15,NA,NA,NA,NA
"7300205",73002,5,"Male",11,NA,NA,NA,NA
"7300206",73002,6,"Female",55,NA,NA,NA,NA
"7300301",73003,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300302",73003,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300303",73003,3,"Female",28,NA,NA,NA,NA
"7300304",73003,4,"Male",16,NA,NA,NA,NA
"7300305",73003,5,"Female",13,NA,NA,NA,NA
"7300306",73003,6,"Female",5,NA,NA,NA,NA
"7300401",73004,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7300402",73004,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7300403",73004,3,"Male",20,NA,NA,NA,NA
"7300404",73004,4,"Female",16,NA,NA,NA,NA
"7300405",73004,5,"Male",11,NA,NA,NA,NA
"7300501",73005,1,"Male",40,"Head of Household","HINDUISM","GENERAL",1
"7300502",73005,2,"Female",38,"Spouse of Head of Household","HINDUISM","GENERAL",1
"7300601",73006,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300602",73006,2,"Female",42,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7300603",73006,3,"Male",29,NA,NA,NA,NA
"7300604",73006,4,"Female",28,NA,NA,NA,NA
"7300605",73006,5,"Male",1,NA,NA,NA,NA
"7300606",73006,6,"Male",27,NA,NA,NA,NA
"7300607",73006,7,"Female",60,NA,NA,NA,NA
"7300608",73006,8,"Male",90,NA,NA,NA,NA
"7300609",73006,9,"Male",8,NA,NA,NA,NA
"7300701",73007,1,"Male",52,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7300702",73007,2,"Female",42,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7300703",73007,3,"Male",23,NA,NA,NA,NA
"7300704",73007,4,"Female",21,NA,NA,NA,NA
"7300801",73008,1,"Male",40,"Head of Household","HINDUISM","OBC",1
"7300802",73008,2,"Female",30,"Spouse of Head of Household","HINDUISM","OBC",1
"7300803",73008,3,"Male",18,NA,NA,NA,NA
"7300804",73008,4,"Male",16,NA,NA,NA,NA
"7300805",73008,5,"Female",12,NA,NA,NA,NA
"7300901",73009,1,"Male",35,NA,NA,NA,NA
"7300902",73009,2,"Female",30,NA,NA,NA,NA
"7300903",73009,3,"Female",18,NA,NA,NA,NA
"7300904",73009,4,"Male",12,NA,NA,NA,NA
"7300905",73009,5,"Female",60,NA,NA,NA,NA
"7301001",73010,1,"Male",43,"Head of Household","HINDUISM","OBC",1
"7301002",73010,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"7301003",73010,3,"Female",15,NA,NA,NA,NA
"7301004",73010,4,"Male",9,NA,NA,NA,NA
"7301005",73010,5,"Female",70,NA,NA,NA,NA
"7301101",73011,1,"Male",50,NA,NA,NA,NA
"7301102",73011,2,"Female",45,NA,NA,NA,NA
"7301103",73011,3,"Male",25,NA,NA,NA,NA
"7301104",73011,4,"Female",20,NA,NA,NA,NA
"7301105",73011,5,"Male",3,NA,NA,NA,NA
"7301106",73011,6,"Male",9,NA,NA,NA,NA
"7301201",73012,1,"Male",24,NA,NA,NA,NA
"7301202",73012,2,"Female",18,NA,NA,NA,NA
"7301203",73012,3,"Female",2,NA,NA,NA,NA
"7301301",73013,1,"Male",50,NA,NA,NA,NA
"7301302",73013,2,"Female",40,NA,NA,NA,NA
"7301303",73013,3,"Female",18,NA,NA,NA,NA
"7301304",73013,4,"Male",14,NA,NA,NA,NA
"7301305",73013,5,"Female",12,NA,NA,NA,NA
"7301401",73014,1,"Male",30,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7301402",73014,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7301403",73014,3,"Male",33,"Other","HINDUISM","SCHEDULED TRIBE",1
"7301404",73014,4,"Female",30,"Other","HINDUISM","SCHEDULED TRIBE",1
"7301405",73014,5,"Female",11,NA,NA,NA,NA
"7301406",73014,6,"Female",10,NA,NA,NA,NA
"7301407",73014,7,"Female",6,NA,NA,NA,NA
"7301408",73014,8,"Male",25,NA,NA,NA,NA
"7301409",73014,9,"Male",24,NA,NA,NA,NA
"7301410",73014,10,"Male",22,NA,NA,NA,NA
"7301411",73014,11,"Male",18,NA,NA,NA,NA
"7301412",73014,12,"Male",12,NA,NA,NA,NA
"7301413",73014,13,"Male",55,"Other","HINDUISM","SCHEDULED TRIBE",1
"7301414",73014,14,"Female",50,"Other","HINDUISM","SCHEDULED TRIBE",1
"7301501",73015,1,"Female",40,NA,NA,NA,NA
"7301502",73015,2,"Male",22,NA,NA,NA,NA
"7301503",73015,3,"Female",35,NA,NA,NA,NA
"7301504",73015,4,"Female",12,NA,NA,NA,NA
"7301601",73016,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7301602",73016,2,"Female",28,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7301603",73016,3,"Female",1,NA,NA,NA,NA
"7301604",73016,4,"Female",38,"Other","HINDUISM","SCHEDULED CASTE",1
"7301605",73016,5,"Male",15,NA,NA,NA,NA
"7301606",73016,6,"Male",28,"Other","HINDUISM","SCHEDULED CASTE",1
"7301607",73016,7,"Female",21,"Other","HINDUISM","SCHEDULED CASTE",1
"7301608",73016,8,"Male",70,NA,NA,NA,NA
"7301609",73016,9,"Female",65,NA,NA,NA,NA
"7301701",73017,1,"Male",45,NA,NA,NA,NA
"7301702",73017,2,"Female",40,NA,NA,NA,NA
"7301703",73017,3,"Male",25,NA,NA,NA,NA
"7301704",73017,4,"Female",20,NA,NA,NA,NA
"7301705",73017,5,"Female",1,NA,NA,NA,NA
"7301706",73017,6,"Male",20,NA,NA,NA,NA
"7301707",73017,7,"Male",10,NA,NA,NA,NA
"7301708",73017,8,"Male",12,NA,NA,NA,NA
"7301801",73018,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7301802",73018,2,"Female",28,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7301803",73018,3,"Female",9,NA,NA,NA,NA
"7301804",73018,4,"Male",4,NA,NA,NA,NA
"7301805",73018,5,"Female",60,NA,NA,NA,NA
"7301901",73019,1,"Male",25,NA,NA,NA,NA
"7301902",73019,2,"Female",20,NA,NA,NA,NA
"7301903",73019,3,"Female",3,NA,NA,NA,NA
"7301904",73019,4,"Male",18,NA,NA,NA,NA
"7301905",73019,5,"Female",45,NA,NA,NA,NA
"7302001",73020,1,"Female",35,NA,NA,NA,NA
"7302002",73020,2,"Male",40,NA,NA,NA,NA
"7302003",73020,3,"Male",13,NA,NA,NA,NA
"7302004",73020,4,"Male",11,NA,NA,NA,NA
"7302101",73021,1,"Male",57,"Head of Household","HINDUISM","OBC",1
"7302102",73021,2,"Female",47,"Spouse of Head of Household","HINDUISM","OBC",1
"7302103",73021,3,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"7302104",73021,4,"Male",32,"Other","HINDUISM","OBC",1
"7302105",73021,5,"Female",26,"Other","HINDUISM","OBC",1
"7302106",73021,6,"Female",8,NA,NA,NA,NA
"7302107",73021,7,"Male",5,NA,NA,NA,NA
"7302108",73021,8,"Female",2,NA,NA,NA,NA
"7302109",73021,9,"Male",29,"Other","HINDUISM","OBC",1
"7302110",73021,10,"Female",25,"Other","HINDUISM","OBC",1
"7302111",73021,11,"Male",3,NA,NA,NA,NA
"7302112",73021,12,"Male",23,"Other","HINDUISM","OBC",1
"7302113",73021,13,"Female",20,"Other","HINDUISM","OBC",1
"7302201",73022,1,"Male",48,NA,NA,NA,NA
"7302202",73022,2,"Female",36,NA,NA,NA,NA
"7302203",73022,3,"Male",19,NA,NA,NA,NA
"7302204",73022,4,"Male",16,NA,NA,NA,NA
"7302205",73022,5,"Male",12,NA,NA,NA,NA
"7302206",73022,6,"Male",38,NA,NA,NA,NA
"7302207",73022,7,"Female",35,NA,NA,NA,NA
"7302208",73022,8,"Female",10,NA,NA,NA,NA
"7302209",73022,9,"Male",6,NA,NA,NA,NA
"7302210",73022,10,"Male",1,NA,NA,NA,NA
"7302211",73022,11,"Male",55,NA,NA,NA,NA
"7302212",73022,12,"Female",49,NA,NA,NA,NA
"7302301",73023,1,"Male",64,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7302302",73023,2,"Male",37,"Other","HINDUISM","SCHEDULED CASTE",1
"7302303",73023,3,"Female",22,NA,NA,NA,NA
"7302304",73023,4,"Male",6,NA,NA,NA,NA
"7302305",73023,5,"Female",2,NA,NA,NA,NA
"7302306",73023,6,"Male",3,NA,NA,NA,NA
"7302307",73023,7,"Male",31,"Other","HINDUISM","SCHEDULED CASTE",1
"7302308",73023,8,"Female",21,"Other","HINDUISM","SCHEDULED CASTE",1
"7302309",73023,9,"Female",10,NA,NA,NA,NA
"7302310",73023,10,"Male",29,NA,NA,NA,NA
"7302401",73024,1,"Male",40,NA,NA,NA,NA
"7302402",73024,2,"Female",35,NA,NA,NA,NA
"7302403",73024,3,"Female",20,NA,NA,NA,NA
"7302404",73024,4,"Male",18,NA,NA,NA,NA
"7302405",73024,5,"Male",14,NA,NA,NA,NA
"7302501",73025,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7302502",73025,2,"Female",43,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"7302503",73025,3,"Male",22,NA,NA,NA,NA
"7302504",73025,4,"Male",20,NA,NA,NA,NA
"7302505",73025,5,"Female",18,NA,NA,NA,NA
"7302506",73025,6,"Male",40,"Other","HINDUISM","SCHEDULED CASTE",1
"7302507",73025,7,"Female",30,"Other","HINDUISM","SCHEDULED CASTE",1
"7302508",73025,8,"Male",8,NA,NA,NA,NA
"7302509",73025,9,"Female",5,NA,NA,NA,NA
"7302510",73025,10,"Female",75,NA,NA,NA,NA
"7302601",73026,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7302602",73026,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7302603",73026,3,"Female",10,NA,NA,NA,NA
"7302604",73026,4,"Male",8,NA,NA,NA,NA
"7302701",73027,1,"Male",20,NA,NA,NA,NA
"7302801",73028,1,"Male",40,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7302802",73028,2,"Female",32,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7302803",73028,3,"Male",9,NA,NA,NA,NA
"7302804",73028,4,"Male",8,NA,NA,NA,NA
"7302805",73028,5,"Female",16,NA,NA,NA,NA
"7302901",73029,1,"Female",52,NA,NA,NA,NA
"7303001",73030,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7303002",73030,2,"Female",34,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7303003",73030,3,"Male",13,NA,NA,NA,NA
"7303004",73030,4,"Male",8,NA,NA,NA,NA
"7303101",73031,1,"Male",59,NA,NA,NA,NA
"7303102",73031,2,"Female",55,NA,NA,NA,NA
"7303201",73032,1,"Female",45,NA,NA,NA,NA
"7303301",73033,1,"Male",30,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"7303302",73033,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
