"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"5200101",52001,1,"Male",49,"Head of Household","HINDUISM","OBC",1
"5200102",52001,2,"Female",42,"Spouse of Head of Household","HINDUISM","OBC",1
"5200103",52001,3,"Male",22,NA,NA,NA,NA
"5200201",52002,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"5200202",52002,2,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"5200203",52002,3,"Female",15,NA,NA,NA,NA
"5200204",52002,4,"Female",10,NA,NA,NA,NA
"5200301",52003,1,"Male",38,NA,NA,NA,NA
"5200302",52003,2,"Female",29,NA,NA,NA,NA
"5200303",52003,3,"Male",8,NA,NA,NA,NA
"5200304",52003,4,"Male",3,NA,NA,NA,NA
"5200401",52004,1,"Female",68,NA,NA,NA,NA
"5200501",52005,1,"Male",50,NA,NA,NA,NA
"5200502",52005,2,"Female",42,NA,NA,NA,NA
"5200503",52005,3,"Male",20,NA,NA,NA,NA
"5200504",52005,4,"Male",18,NA,NA,NA,NA
"5200505",52005,5,"Female",16,NA,NA,NA,NA
"5200506",52005,6,"Female",14,NA,NA,NA,NA
"5200507",52005,7,"Female",35,NA,NA,NA,NA
"5200601",52006,1,"Male",40,NA,NA,NA,NA
"5200602",52006,2,"Female",35,NA,NA,NA,NA
"5200603",52006,3,"Male",13,NA,NA,NA,NA
"5200604",52006,4,"Female",8,NA,NA,NA,NA
"5200605",52006,5,"Female",5,NA,NA,NA,NA
"5200701",52007,1,"Male",40,"Head of Household","HINDUISM","OBC",1
"5200702",52007,2,"Female",29,"Spouse of Head of Household","HINDUISM","OBC",1
"5200703",52007,3,"Female",11,NA,NA,NA,NA
"5200704",52007,4,"Male",8,NA,NA,NA,NA
"5200801",52008,1,"Female",49,"Head of Household","HINDUISM","OBC",1
"5200802",52008,2,"Male",55,"Head of Household","HINDUISM","OBC",1
"5200803",52008,3,"Female",33,"Other","HINDUISM","OBC",1
"5200901",52009,1,"Male",45,NA,NA,NA,NA
"5200902",52009,2,"Female",40,NA,NA,NA,NA
"5200903",52009,3,"Male",18,NA,NA,NA,NA
"5200904",52009,4,"Male",16,NA,NA,NA,NA
"5200905",52009,5,"Female",15,NA,NA,NA,NA
"5201001",52010,1,"Male",38,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201002",52010,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201003",52010,3,"Male",10,NA,NA,NA,NA
"5201004",52010,4,"Male",9,NA,NA,NA,NA
"5201101",52011,1,"Male",49,NA,NA,NA,NA
"5201102",52011,2,"Female",39,NA,NA,NA,NA
"5201103",52011,3,"Female",17,NA,NA,NA,NA
"5201104",52011,4,"Male",15,NA,NA,NA,NA
"5201105",52011,5,"Female",60,NA,NA,NA,NA
"5201106",52011,6,"Male",70,NA,NA,NA,NA
"5201201",52012,1,"Male",40,NA,NA,NA,NA
"5201202",52012,2,"Female",36,NA,NA,NA,NA
"5201203",52012,3,"Male",11,NA,NA,NA,NA
"5201204",52012,4,"Female",2,NA,NA,NA,NA
"5201205",52012,5,"Male",32,NA,NA,NA,NA
"5201206",52012,6,"Female",28,NA,NA,NA,NA
"5201207",52012,7,"Female",59,NA,NA,NA,NA
"5201301",52013,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201302",52013,2,"Female",29,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201303",52013,3,"Female",50,"Other","HINDUISM","SCHEDULED CASTE",1
"5201401",52014,1,"Male",42,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201402",52014,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201403",52014,3,"Male",13,NA,NA,NA,NA
"5201404",52014,4,"Male",10,NA,NA,NA,NA
"5201501",52015,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201502",52015,2,"Female",29,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201503",52015,3,"Male",8,NA,NA,NA,NA
"5201504",52015,4,"Male",7,NA,NA,NA,NA
"5201505",52015,5,"Female",60,NA,NA,NA,NA
"5201601",52016,1,"Male",28,NA,NA,NA,NA
"5201602",52016,2,"Female",22,NA,NA,NA,NA
"5201603",52016,3,"Female",4,NA,NA,NA,NA
"5201604",52016,4,"Male",22,NA,NA,NA,NA
"5201605",52016,5,"Female",55,NA,NA,NA,NA
"5201701",52017,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201702",52017,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"5201703",52017,3,"Female",15,NA,NA,NA,NA
"5201704",52017,4,"Female",6,NA,NA,NA,NA
"5201801",52018,1,"Male",39,NA,NA,NA,NA
"5201802",52018,2,"Female",26,NA,NA,NA,NA
"5201803",52018,3,"Male",9,NA,NA,NA,NA
"5201804",52018,4,"Female",8,NA,NA,NA,NA
"5201901",52019,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"5201902",52019,2,"Female",39,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"5201903",52019,3,"Female",18,"Other","HINDUISM","SCHEDULED TRIBE",1
"5201904",52019,4,"Female",17,NA,NA,NA,NA
"5202001",52020,1,"Male",65,NA,NA,NA,NA
"5202002",52020,2,"Female",50,NA,NA,NA,NA
"5202003",52020,3,"Male",9,NA,NA,NA,NA
"5202004",52020,4,"Male",8,NA,NA,NA,NA
"5202005",52020,5,"Female",85,NA,NA,NA,NA
"5202101",52021,1,"Male",55,"Head of Household","HINDUISM","GENERAL",1
"5202102",52021,2,"Female",45,"Spouse of Head of Household","HINDUISM","GENERAL",1
"5202201",52022,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"5202202",52022,2,"Female",56,"Spouse of Head of Household","HINDUISM","OBC",1
"5202203",52022,3,"Male",23,NA,NA,NA,NA
"5202204",52022,4,"Female",18,"Other","HINDUISM","OBC",1
"5202205",52022,5,"Male",53,"Other","HINDUISM","OBC",1
"5202206",52022,6,"Female",48,"Other","HINDUISM","OBC",1
"5202207",52022,7,"Male",22,NA,NA,NA,NA
"5202208",52022,8,"Female",19,"Other","HINDUISM","OBC",1
"5202209",52022,9,"Female",17,NA,NA,NA,NA
"5202210",52022,10,"Female",15,NA,NA,NA,NA
"5202301",52023,1,"Male",45,NA,NA,NA,NA
"5202302",52023,2,"Female",40,NA,NA,NA,NA
"5202303",52023,3,"Female",16,NA,NA,NA,NA
"5202304",52023,4,"Male",14,NA,NA,NA,NA
"5202305",52023,5,"Male",43,NA,NA,NA,NA
"5202306",52023,6,"Female",37,NA,NA,NA,NA
"5202307",52023,7,"Female",14,NA,NA,NA,NA
"5202308",52023,8,"Male",10,NA,NA,NA,NA
"5202309",52023,9,"Male",30,NA,NA,NA,NA
"5202310",52023,10,"Female",20,NA,NA,NA,NA
"5202311",52023,11,"Male",1,NA,NA,NA,NA
"5202312",52023,12,"Male",28,NA,NA,NA,NA
"5202313",52023,13,"Female",22,NA,NA,NA,NA
"5202314",52023,14,"Female",1,NA,NA,NA,NA
"5202315",52023,15,"Male",74,NA,NA,NA,NA
"5202316",52023,16,"Female",50,NA,NA,NA,NA
"5202401",52024,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"5202402",52024,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"5202403",52024,3,"Male",32,"Other","HINDUISM","OBC",1
"5202404",52024,4,"Female",28,"Other","HINDUISM","OBC",1
"5202405",52024,5,"Male",9,NA,NA,NA,NA
"5202406",52024,6,"Male",6,NA,NA,NA,NA
"5202407",52024,7,"Male",45,"Other","HINDUISM","OBC",1
"5202408",52024,8,"Female",40,"Other","HINDUISM","OBC",1
"5202409",52024,9,"Male",17,NA,NA,NA,NA
"5202410",52024,10,"Male",40,"Other","HINDUISM","OBC",1
"5202411",52024,11,"Female",35,"Other","HINDUISM","OBC",1
"5202412",52024,12,"Male",14,NA,NA,NA,NA
"5202501",52025,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"5202502",52025,2,"Female",55,"Spouse of Head of Household","HINDUISM","OBC",1
"5202503",52025,3,"Male",35,"Other","HINDUISM","OBC",1
"5202504",52025,4,"Female",25,"Other","HINDUISM","OBC",1
"5202505",52025,5,"Male",1,NA,NA,NA,NA
"5202506",52025,6,"Male",22,NA,NA,NA,NA
"5202507",52025,7,"Male",6,NA,NA,NA,NA
"5202601",52026,1,"Male",35,NA,NA,NA,NA
"5202602",52026,2,"Female",26,NA,NA,NA,NA
"5202603",52026,3,"Female",3,NA,NA,NA,NA
"5202701",52027,1,"Male",45,NA,NA,NA,NA
"5202702",52027,2,"Female",42,NA,NA,NA,NA
"5202703",52027,3,"Female",22,NA,NA,NA,NA
"5202704",52027,4,"Male",20,NA,NA,NA,NA
"5202705",52027,5,"Male",70,NA,NA,NA,NA
"5202706",52027,6,"Female",60,NA,NA,NA,NA
"5202801",52028,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"5202802",52028,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"5202803",52028,3,"Male",23,NA,NA,NA,NA
"5202804",52028,4,"Female",20,"Other","HINDUISM","SCHEDULED TRIBE",1
