"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"900101",9001,1,"Male",66,NA,NA,NA,NA
"900102",9001,2,"Female",55,NA,NA,NA,NA
"900103",9001,3,"Male",32,NA,NA,NA,NA
"900104",9001,4,"Male",30,NA,NA,NA,NA
"900105",9001,5,"Male",13,NA,NA,NA,NA
"900201",9002,1,"Male",43,NA,NA,NA,NA
"900202",9002,2,"Female",32,NA,NA,NA,NA
"900203",9002,3,"Male",18,NA,NA,NA,NA
"900204",9002,4,"Male",17,NA,NA,NA,NA
"900205",9002,5,"Male",15,NA,NA,NA,NA
"900301",9003,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"900302",9003,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"900303",9003,3,"Male",23,NA,NA,NA,NA
"900304",9003,4,"Female",20,"Other","HINDUISM","OBC",1
"900305",9003,5,"Male",30,"Other","HINDUISM","OBC",1
"900306",9003,6,"Male",35,NA,NA,NA,NA
"900401",9004,1,"Male",60,NA,NA,NA,NA
"900402",9004,2,"Female",55,NA,NA,NA,NA
"900403",9004,3,"Female",8,NA,NA,NA,NA
"900404",9004,4,"Male",3,NA,NA,NA,NA
"900405",9004,5,"Female",75,NA,NA,NA,NA
"900501",9005,1,"Male",60,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"900502",9005,2,"Female",48,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"900503",9005,3,"Male",37,"Other","HINDUISM","SCHEDULED CASTE",1
"900504",9005,4,"Female",28,"Other","HINDUISM","SCHEDULED CASTE",1
"900505",9005,5,"Female",4,NA,NA,NA,NA
"900506",9005,6,"Male",3,NA,NA,NA,NA
"900507",9005,7,"Male",25,NA,NA,NA,NA
"900601",9006,1,"Male",49,NA,NA,NA,NA
"900602",9006,2,"Female",39,NA,NA,NA,NA
"900603",9006,3,"Male",19,NA,NA,NA,NA
"900604",9006,4,"Female",17,NA,NA,NA,NA
"900701",9007,1,"Male",38,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"900702",9007,2,"Female",31,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"900703",9007,3,"Female",13,NA,NA,NA,NA
"900704",9007,4,"Male",11,NA,NA,NA,NA
"900705",9007,5,"Female",10,NA,NA,NA,NA
"900801",9008,1,"Male",55,NA,NA,NA,NA
"900802",9008,2,"Female",45,NA,NA,NA,NA
"900803",9008,3,"Male",18,NA,NA,NA,NA
"900804",9008,4,"Female",16,NA,NA,NA,NA
"900805",9008,5,"Male",15,NA,NA,NA,NA
"900901",9009,1,"Male",45,NA,NA,NA,NA
"900902",9009,2,"Female",40,NA,NA,NA,NA
"900903",9009,3,"Male",12,NA,NA,NA,NA
"900904",9009,4,"Female",13,NA,NA,NA,NA
"900905",9009,5,"Male",65,NA,NA,NA,NA
"900906",9009,6,"Female",55,NA,NA,NA,NA
"900907",9009,7,"Female",80,NA,NA,NA,NA
"900908",9009,8,"Male",35,NA,NA,NA,NA
"900909",9009,9,"Female",30,NA,NA,NA,NA
"900910",9009,10,"Male",6,NA,NA,NA,NA
"900911",9009,11,"Male",4,NA,NA,NA,NA
"901001",9010,1,"Male",32,NA,NA,NA,NA
"901002",9010,2,"Female",26,NA,NA,NA,NA
"901003",9010,3,"Male",5,NA,NA,NA,NA
"901004",9010,4,"Male",4,NA,NA,NA,NA
"901005",9010,5,"Female",45,NA,NA,NA,NA
"901006",9010,6,"Male",56,NA,NA,NA,NA
"901007",9010,7,"Female",80,NA,NA,NA,NA
"901101",9011,1,"Male",68,NA,NA,NA,NA
"901102",9011,2,"Female",60,NA,NA,NA,NA
"901103",9011,3,"Male",33,NA,NA,NA,NA
"901104",9011,4,"Female",25,NA,NA,NA,NA
"901105",9011,5,"Female",13,NA,NA,NA,NA
"901106",9011,6,"Male",7,NA,NA,NA,NA
"901107",9011,7,"Male",28,NA,NA,NA,NA
"901108",9011,8,"Female",20,NA,NA,NA,NA
"901201",9012,1,"Male",80,NA,NA,NA,NA
"901202",9012,2,"Female",75,NA,NA,NA,NA
"901203",9012,3,"Male",28,NA,NA,NA,NA
"901204",9012,4,"Female",22,NA,NA,NA,NA
"901205",9012,5,"Female",2,NA,NA,NA,NA
"901206",9012,6,"Male",40,NA,NA,NA,NA
"901207",9012,7,"Female",35,NA,NA,NA,NA
"901208",9012,8,"Male",15,NA,NA,NA,NA
"901301",9013,1,"Female",60,NA,NA,NA,NA
"901401",9014,1,"Male",60,NA,NA,NA,NA
"901402",9014,2,"Female",55,NA,NA,NA,NA
"901403",9014,3,"Male",25,NA,NA,NA,NA
"901404",9014,4,"Female",20,NA,NA,NA,NA
"901405",9014,5,"Female",4,NA,NA,NA,NA
"901406",9014,6,"Male",3,NA,NA,NA,NA
"901407",9014,7,"Male",23,NA,NA,NA,NA
"901408",9014,8,"Female",20,NA,NA,NA,NA
"901409",9014,9,"Female",5,NA,NA,NA,NA
"901410",9014,10,"Female",2,NA,NA,NA,NA
"901411",9014,11,"Female",80,NA,NA,NA,NA
"901501",9015,1,"Male",25,NA,NA,NA,NA
"901502",9015,2,"Female",18,NA,NA,NA,NA
"901601",9016,1,"Male",30,"Other","HINDUISM","SCHEDULED CASTE",1
"901602",9016,2,"Female",21,"Other","HINDUISM","SCHEDULED CASTE",1
"901603",9016,3,"Female",5,NA,NA,NA,NA
"901604",9016,4,"Female",2,NA,NA,NA,NA
"901605",9016,5,"Male",60,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"901606",9016,6,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"901701",9017,1,"Male",30,NA,NA,NA,NA
"901702",9017,2,"Female",24,NA,NA,NA,NA
"901703",9017,3,"Male",6,NA,NA,NA,NA
"901704",9017,4,"Female",7,NA,NA,NA,NA
"901705",9017,5,"Female",78,NA,NA,NA,NA
"901801",9018,1,"Male",50,"Other","HINDUISM","SCHEDULED CASTE",1
"901802",9018,2,"Female",45,"Other","HINDUISM","SCHEDULED CASTE",1
"901803",9018,3,"Male",80,NA,NA,NA,NA
"901804",9018,4,"Female",75,NA,NA,NA,NA
"901901",9019,1,"Male",45,NA,NA,NA,NA
"901902",9019,2,"Female",40,NA,NA,NA,NA
"901903",9019,3,"Female",18,NA,NA,NA,NA
"901904",9019,4,"Male",25,NA,NA,NA,NA
"902001",9020,1,"Male",35,NA,NA,NA,NA
"902002",9020,2,"Female",28,NA,NA,NA,NA
"902003",9020,3,"Male",7,NA,NA,NA,NA
"902004",9020,4,"Male",5,NA,NA,NA,NA
"902005",9020,5,"Female",60,NA,NA,NA,NA
"902101",9021,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"902102",9021,2,"Female",48,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"902201",9022,1,"Male",65,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"902202",9022,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"902203",9022,3,"Male",25,"Other","HINDUISM","SCHEDULED CASTE",1
"902204",9022,4,"Female",22,"Other","HINDUISM","SCHEDULED CASTE",1
"902205",9022,5,"Male",18,NA,NA,NA,NA
"902206",9022,6,"Female",6,NA,NA,NA,NA
"902207",9022,7,"Female",3,NA,NA,NA,NA
"902301",9023,1,"Male",65,NA,NA,NA,NA
"902302",9023,2,"Female",55,NA,NA,NA,NA
"902303",9023,3,"Male",26,NA,NA,NA,NA
"902401",9024,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"902402",9024,2,"Female",48,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"902403",9024,3,"Male",20,NA,NA,NA,NA
"902501",9025,1,"Male",30,NA,NA,NA,NA
"902502",9025,2,"Female",20,NA,NA,NA,NA
"902503",9025,3,"Female",3,NA,NA,NA,NA
"902601",9026,1,"Male",48,NA,NA,NA,NA
"902602",9026,2,"Female",34,NA,NA,NA,NA
"902603",9026,3,"Male",18,NA,NA,NA,NA
"902604",9026,4,"Male",20,NA,NA,NA,NA
"902701",9027,1,"Male",65,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"902702",9027,2,"Male",22,"Other","HINDUISM","SCHEDULED CASTE",1
"902703",9027,3,"Female",18,"Other","HINDUISM","SCHEDULED CASTE",1
"902704",9027,4,"Male",20,NA,NA,NA,NA
"902801",9028,1,"Male",55,NA,NA,NA,NA
"902802",9028,2,"Female",48,NA,NA,NA,NA
"902901",9029,1,"Male",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"902902",9029,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"902903",9029,3,"Male",10,NA,NA,NA,NA
"902904",9029,4,"Female",7,NA,NA,NA,NA
"902905",9029,5,"Female",70,NA,NA,NA,NA
"903001",9030,1,"Male",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"903002",9030,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"903003",9030,3,"Male",18,NA,NA,NA,NA
"903004",9030,4,"Female",9,NA,NA,NA,NA
"903101",9031,1,"Male",55,NA,NA,NA,NA
"903102",9031,2,"Female",50,NA,NA,NA,NA
"903103",9031,3,"Female",18,NA,NA,NA,NA
"903104",9031,4,"Female",10,NA,NA,NA,NA
"903105",9031,5,"Female",8,NA,NA,NA,NA
"903201",9032,1,"Male",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"903202",9032,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"903203",9032,3,"Female",12,NA,NA,NA,NA
"903204",9032,4,"Male",10,NA,NA,NA,NA
"903205",9032,5,"Male",9,NA,NA,NA,NA
"903301",9033,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"903302",9033,2,"Female",45,NA,NA,NA,NA
"903303",9033,3,"Male",30,"Other","HINDUISM","SCHEDULED CASTE",1
"903304",9033,4,"Female",24,"Other","HINDUISM","SCHEDULED CASTE",1
"903305",9033,5,"Male",18,NA,NA,NA,NA
"903306",9033,6,"Male",16,NA,NA,NA,NA
"903307",9033,7,"Female",4,NA,NA,NA,NA
"903308",9033,8,"Female",2,NA,NA,NA,NA
"903401",9034,1,"Male",49,NA,NA,NA,NA
"903402",9034,2,"Female",38,NA,NA,NA,NA
"903403",9034,3,"Male",21,NA,NA,NA,NA
"903404",9034,4,"Male",17,NA,NA,NA,NA
"903405",9034,5,"Male",12,NA,NA,NA,NA
