"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"4300101",43001,1,"Male",35,NA,NA,NA,NA
"4300102",43001,2,"Female",25,NA,NA,NA,NA
"4300103",43001,3,"Male",7,NA,NA,NA,NA
"4300104",43001,4,"Male",5,NA,NA,NA,NA
"4300105",43001,5,"Female",70,NA,NA,NA,NA
"4300201",43002,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"4300202",43002,2,"Female",30,"Spouse of Head of Household","HINDUISM","OBC",1
"4300203",43002,3,"Female",14,NA,NA,NA,NA
"4300204",43002,4,"Male",12,NA,NA,NA,NA
"4300301",43003,1,"Male",45,NA,NA,NA,NA
"4300302",43003,2,"Female",35,NA,NA,NA,NA
"4300303",43003,3,"Female",18,NA,NA,NA,NA
"4300401",43004,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"4300402",43004,2,"Female",46,"Spouse of Head of Household","HINDUISM","OBC",1
"4300403",43004,3,"Male",23,NA,NA,NA,NA
"4300404",43004,4,"Female",65,NA,NA,NA,NA
"4300501",43005,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"4300502",43005,2,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"4300503",43005,3,"Male",20,NA,NA,NA,NA
"4300504",43005,4,"Female",19,NA,NA,NA,NA
"4300601",43006,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"4300602",43006,2,"Female",24,"Spouse of Head of Household","HINDUISM","OBC",1
"4300603",43006,3,"Male",4,NA,NA,NA,NA
"4300604",43006,4,"Female",2,NA,NA,NA,NA
"4300605",43006,5,"Male",30,NA,NA,NA,NA
"4300606",43006,6,"Male",75,NA,NA,NA,NA
"4300607",43006,7,"Female",60,NA,NA,NA,NA
"4300701",43007,1,"Male",60,NA,NA,NA,NA
"4300702",43007,2,"Female",42,NA,NA,NA,NA
"4300703",43007,3,"Male",24,NA,NA,NA,NA
"4300704",43007,4,"Male",23,NA,NA,NA,NA
"4300705",43007,5,"Female",65,NA,NA,NA,NA
"4300801",43008,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"4300802",43008,2,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"4300803",43008,3,"Male",19,NA,NA,NA,NA
"4300804",43008,4,"Female",13,NA,NA,NA,NA
"4300901",43009,1,"Male",50,NA,NA,NA,NA
"4300902",43009,2,"Female",42,NA,NA,NA,NA
"4300903",43009,3,"Female",19,NA,NA,NA,NA
"4300904",43009,4,"Male",17,NA,NA,NA,NA
"4301001",43010,1,"Male",35,NA,NA,NA,NA
"4301002",43010,2,"Female",29,NA,NA,NA,NA
"4301003",43010,3,"Female",16,NA,NA,NA,NA
"4301004",43010,4,"Female",12,NA,NA,NA,NA
"4301101",43011,1,"Male",50,NA,NA,NA,NA
"4301102",43011,2,"Female",48,NA,NA,NA,NA
"4301201",43012,1,"Male",60,NA,NA,NA,NA
"4301202",43012,2,"Female",55,NA,NA,NA,NA
"4301203",43012,3,"Male",24,NA,NA,NA,NA
"4301204",43012,4,"Female",22,NA,NA,NA,NA
"4301301",43013,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"4301302",43013,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"4301303",43013,3,"Male",40,NA,NA,NA,NA
"4301304",43013,4,"Female",25,NA,NA,NA,NA
"4301305",43013,5,"Female",3,NA,NA,NA,NA
"4301306",43013,6,"Female",25,NA,NA,NA,NA
"4301307",43013,7,"Male",6,NA,NA,NA,NA
"4301401",43014,1,"Male",30,"Head of Household","HINDUISM","OBC",1
