"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"7100101",71001,1,"Male",56,NA,NA,NA,NA
"7100102",71001,2,"Female",45,NA,NA,NA,NA
"7100103",71001,3,"Male",28,NA,NA,NA,NA
"7100104",71001,4,"Male",25,NA,NA,NA,NA
"7100201",71002,1,"Male",35,"Head of Household","HINDUISM","GENERAL",1
"7100202",71002,2,"Female",30,"Spouse of Head of Household","HINDUISM","GENERAL",1
"7100203",71002,3,"Female",10,NA,NA,NA,NA
"7100204",71002,4,"Male",8,NA,NA,NA,NA
"7100205",71002,5,"Female",5,NA,NA,NA,NA
"7100301",71003,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7100302",71003,2,"Female",42,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"7100303",71003,3,"Female",18,"Other","HINDUISM","SCHEDULED TRIBE",1
"7100304",71003,4,"Female",16,NA,NA,NA,NA
"7100305",71003,5,"Female",12,NA,NA,NA,NA
"7100401",71004,1,"Female",40,NA,NA,NA,NA
"7100402",71004,2,"Male",35,NA,NA,NA,NA
"7100403",71004,3,"Male",18,NA,NA,NA,NA
"7100501",71005,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"7100502",71005,2,"Female",48,"Spouse of Head of Household","HINDUISM","OBC",1
"7100503",71005,3,"Male",25,"Other","HINDUISM","OBC",1
"7100504",71005,4,"Female",22,"Other","HINDUISM","OBC",1
"7100505",71005,5,"Female",2,NA,NA,NA,NA
"7100506",71005,6,"Female",1,NA,NA,NA,NA
"7100601",71006,1,"Male",23,NA,NA,NA,NA
"7100602",71006,2,"Female",21,NA,NA,NA,NA
"7100603",71006,3,"Female",7,NA,NA,NA,NA
"7100701",71007,1,"Male",45,NA,NA,NA,NA
"7100702",71007,2,"Female",35,NA,NA,NA,NA
"7100703",71007,3,"Male",25,NA,NA,NA,NA
"7100801",71008,1,"Male",40,NA,NA,NA,NA
"7100802",71008,2,"Female",38,NA,NA,NA,NA
"7100803",71008,3,"Female",17,NA,NA,NA,NA
