"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"2900101",29001,1,"Female",35,NA,NA,NA,NA
"2900201",29002,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"2900202",29002,2,"Female",45,NA,NA,NA,NA
"2900203",29002,3,"Male",25,NA,NA,NA,NA
"2900204",29002,4,"Male",20,NA,NA,NA,NA
"2900205",29002,5,"Male",18,NA,NA,NA,NA
"2900206",29002,6,"Female",16,NA,NA,NA,NA
"2900301",29003,1,"Male",70,NA,NA,NA,NA
"2900302",29003,2,"Female",65,NA,NA,NA,NA
"2900303",29003,3,"Male",20,NA,NA,NA,NA
"2900304",29003,4,"Female",18,NA,NA,NA,NA
"2900305",29003,5,"Male",13,NA,NA,NA,NA
"2900306",29003,6,"Male",10,NA,NA,NA,NA
"2900401",29004,1,"Male",50,NA,NA,NA,NA
"2900402",29004,2,"Female",40,NA,NA,NA,NA
"2900403",29004,3,"Female",35,NA,NA,NA,NA
"2900404",29004,4,"Female",18,NA,NA,NA,NA
"2900405",29004,5,"Male",16,NA,NA,NA,NA
"2900406",29004,6,"Male",6,NA,NA,NA,NA
"2900407",29004,7,"Female",70,NA,NA,NA,NA
"2900501",29005,1,"Male",36,"Head of Household","HINDUISM","OBC",1
"2900502",29005,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"2900503",29005,3,"Male",19,NA,NA,NA,NA
"2900504",29005,4,"Male",9,NA,NA,NA,NA
"2900601",29006,1,"Male",46,"Head of Household","HINDUISM","OBC",1
"2900602",29006,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"2900603",29006,3,"Female",17,NA,NA,NA,NA
"2900604",29006,4,"Male",15,NA,NA,NA,NA
"2900605",29006,5,"Male",13,NA,NA,NA,NA
"2900606",29006,6,"Female",70,NA,NA,NA,NA
"2900701",29007,1,"Male",38,NA,NA,NA,NA
"2900702",29007,2,"Female",30,NA,NA,NA,NA
"2900703",29007,3,"Female",10,NA,NA,NA,NA
"2900704",29007,4,"Male",8,NA,NA,NA,NA
"2900801",29008,1,"Male",30,NA,NA,NA,NA
"2900802",29008,2,"Female",25,NA,NA,NA,NA
"2900803",29008,3,"Male",3,NA,NA,NA,NA
"2900901",29009,1,"Male",30,NA,NA,NA,NA
"2901001",29010,1,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"2901002",29010,2,"Male",20,NA,NA,NA,NA
"2901101",29011,1,"Male",35,NA,NA,NA,NA
"2901102",29011,2,"Male",30,NA,NA,NA,NA
"2901103",29011,3,"Male",25,NA,NA,NA,NA
"2901201",29012,1,"Male",35,NA,NA,NA,NA
"2901202",29012,2,"Female",30,NA,NA,NA,NA
"2901203",29012,3,"Male",12,NA,NA,NA,NA
"2901204",29012,4,"Female",9,NA,NA,NA,NA
"2901301",29013,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"2901302",29013,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"2901303",29013,3,"Male",18,NA,NA,NA,NA
"2901401",29014,1,"Male",60,NA,NA,NA,NA
"2901402",29014,2,"Female",45,NA,NA,NA,NA
"2901403",29014,3,"Male",22,NA,NA,NA,NA
"2901404",29014,4,"Female",19,NA,NA,NA,NA
"2901405",29014,5,"Female",85,NA,NA,NA,NA
"2901501",29015,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"2901502",29015,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"2901503",29015,3,"Female",17,NA,NA,NA,NA
"2901504",29015,4,"Male",14,NA,NA,NA,NA
"2901505",29015,5,"Male",12,NA,NA,NA,NA
"2901601",29016,1,"Male",69,NA,NA,NA,NA
"2901602",29016,2,"Female",58,NA,NA,NA,NA
"2901603",29016,3,"Male",32,NA,NA,NA,NA
"2901604",29016,4,"Female",25,NA,NA,NA,NA
"2901605",29016,5,"Male",10,NA,NA,NA,NA
"2901606",29016,6,"Male",3,NA,NA,NA,NA
"2901701",29017,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"2901702",29017,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"2901703",29017,3,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"2901704",29017,4,"Female",20,NA,NA,NA,NA
"2901705",29017,5,"Female",17,NA,NA,NA,NA
"2901706",29017,6,"Female",8,NA,NA,NA,NA
"2901707",29017,7,"Female",7,NA,NA,NA,NA
"2901708",29017,8,"Male",5,NA,NA,NA,NA
"2901801",29018,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"2901802",29018,2,"Female",55,"Spouse of Head of Household","HINDUISM","OBC",1
"2901803",29018,3,"Male",30,NA,NA,NA,NA
"2901804",29018,4,"Female",22,NA,NA,NA,NA
"2901805",29018,5,"Male",8,NA,NA,NA,NA
"2901806",29018,6,"Male",6,NA,NA,NA,NA
"2901901",29019,1,"Male",60,NA,NA,NA,NA
"2901902",29019,2,"Female",50,NA,NA,NA,NA
"2901903",29019,3,"Male",23,NA,NA,NA,NA
