"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"2300101",23001,1,"Male",46,NA,NA,NA,NA
"2300102",23001,2,"Female",36,NA,NA,NA,NA
"2300103",23001,3,"Male",15,NA,NA,NA,NA
"2300104",23001,4,"Female",13,NA,NA,NA,NA
"2300201",23002,1,"Male",60,NA,NA,NA,NA
"2300202",23002,2,"Female",50,NA,NA,NA,NA
"2300203",23002,3,"Male",23,NA,NA,NA,NA
"2300301",23003,1,"Female",40,"Head of Household","HINDUISM","OBC",1
"2300302",23003,2,"Male",22,NA,NA,NA,NA
"2300303",23003,3,"Female",19,"Other","HINDUISM","OBC",1
"2300304",23003,4,"Male",18,NA,NA,NA,NA
"2300401",23004,1,"Male",30,NA,NA,NA,NA
"2300402",23004,2,"Female",24,NA,NA,NA,NA
"2300403",23004,3,"Female",6,NA,NA,NA,NA
"2300404",23004,4,"Female",4,NA,NA,NA,NA
"2300405",23004,5,"Female",3,NA,NA,NA,NA
"2300406",23004,6,"Male",25,NA,NA,NA,NA
"2300407",23004,7,"Female",20,NA,NA,NA,NA
"2300408",23004,8,"Female",1,NA,NA,NA,NA
"2300409",23004,9,"Male",52,NA,NA,NA,NA
"2300410",23004,10,"Female",48,NA,NA,NA,NA
"2300411",23004,11,"Female",50,NA,NA,NA,NA
"2300412",23004,12,"Female",35,NA,NA,NA,NA
"2300501",23005,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"2300502",23005,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"2300503",23005,3,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"2300504",23005,4,"Male",26,NA,NA,NA,NA
"2300601",23006,1,"Female",40,NA,NA,NA,NA
"2300602",23006,2,"Male",20,NA,NA,NA,NA
"2300603",23006,3,"Male",18,NA,NA,NA,NA
"2300701",23007,1,"Male",50,NA,NA,NA,NA
"2300702",23007,2,"Female",48,NA,NA,NA,NA
"2300703",23007,3,"Male",26,NA,NA,NA,NA
"2300704",23007,4,"Female",22,NA,NA,NA,NA
"2300705",23007,5,"Female",23,NA,NA,NA,NA
"2300801",23008,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"2300802",23008,2,"Female",25,"Spouse of Head of Household","HINDUISM","OBC",1
"2300803",23008,3,"Male",4,NA,NA,NA,NA
"2300804",23008,4,"Male",45,"Other","HINDUISM","OBC",1
"2300805",23008,5,"Female",35,NA,NA,NA,NA
"2300806",23008,6,"Male",12,NA,NA,NA,NA
"2300807",23008,7,"Female",9,NA,NA,NA,NA
"2300808",23008,8,"Male",70,NA,NA,NA,NA
"2300809",23008,9,"Female",50,NA,NA,NA,NA
"2300901",23009,1,"Male",70,NA,NA,NA,NA
"2300902",23009,2,"Female",60,NA,NA,NA,NA
"2300903",23009,3,"Male",27,NA,NA,NA,NA
"2300904",23009,4,"Female",23,NA,NA,NA,NA
"2300905",23009,5,"Male",20,NA,NA,NA,NA
"2300906",23009,6,"Female",22,NA,NA,NA,NA
"2301001",23010,1,"Male",49,"Head of Household","HINDUISM","OBC",1
"2301002",23010,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"2301003",23010,3,"Male",25,NA,NA,NA,NA
"2301101",23011,1,"Female",55,"Head of Household","HINDUISM","OBC",1
"2301102",23011,2,"Male",34,"Other","HINDUISM","OBC",1
"2301103",23011,3,"Female",28,"Other","HINDUISM","OBC",1
"2301104",23011,4,"Male",9,NA,NA,NA,NA
"2301105",23011,5,"Female",7,NA,NA,NA,NA
"2301106",23011,6,"Male",30,"Other","HINDUISM","OBC",1
"2301107",23011,7,"Female",26,"Other","HINDUISM","OBC",1
"2301201",23012,1,"Female",45,NA,NA,NA,NA
"2301301",23013,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"2301302",23013,2,"Female",41,"Spouse of Head of Household","HINDUISM","OBC",1
"2301303",23013,3,"Female",21,"Other","HINDUISM","OBC",1
"2301304",23013,4,"Male",18,NA,NA,NA,NA
"2301305",23013,5,"Female",65,NA,NA,NA,NA
"2301401",23014,1,"Male",30,NA,NA,NA,NA
"2301402",23014,2,"Female",23,NA,NA,NA,NA
"2301403",23014,3,"Male",60,NA,NA,NA,NA
"2301501",23015,1,"Male",62,NA,NA,NA,NA
"2301502",23015,2,"Female",55,NA,NA,NA,NA
"2301503",23015,3,"Female",13,NA,NA,NA,NA
"2301504",23015,4,"Female",14,NA,NA,NA,NA
