"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"1800101",18001,1,"Male",68,"Head of Household","HINDUISM","OBC",1
"1800102",18001,2,"Male",38,"Other","HINDUISM","OBC",1
"1800103",18001,3,"Female",28,"Other","HINDUISM","OBC",1
"1800104",18001,4,"Male",6,NA,NA,NA,NA
"1800105",18001,5,"Male",4,NA,NA,NA,NA
"1800201",18002,1,"Male",48,NA,NA,NA,NA
"1800202",18002,2,"Female",40,NA,NA,NA,NA
"1800203",18002,3,"Male",21,NA,NA,NA,NA
"1800204",18002,4,"Female",18,NA,NA,NA,NA
"1800205",18002,5,"Male",16,NA,NA,NA,NA
"1800206",18002,6,"Female",7,NA,NA,NA,NA
"1800301",18003,1,"Male",50,NA,NA,NA,NA
"1800302",18003,2,"Female",42,NA,NA,NA,NA
"1800303",18003,3,"Male",28,NA,NA,NA,NA
"1800304",18003,4,"Female",25,NA,NA,NA,NA
"1800305",18003,5,"Female",4,NA,NA,NA,NA
"1800306",18003,6,"Male",1,NA,NA,NA,NA
"1800401",18004,1,"Male",40,"Head of Household","HINDUISM","GENERAL",1
"1800402",18004,2,"Female",35,"Spouse of Head of Household","HINDUISM",NA,1
"1800403",18004,3,"Female",60,NA,NA,NA,NA
"1800501",18005,1,"Male",30,NA,NA,NA,NA
"1800502",18005,2,"Female",22,NA,NA,NA,NA
"1800503",18005,3,"Male",10,NA,NA,NA,NA
"1800504",18005,4,"Female",8,NA,NA,NA,NA
"1800601",18006,1,"Male",92,NA,NA,NA,NA
"1800602",18006,2,"Male",50,NA,NA,NA,NA
"1800603",18006,3,"Female",40,NA,NA,NA,NA
"1800604",18006,4,"Female",19,NA,NA,NA,NA
"1800605",18006,5,"Female",16,NA,NA,NA,NA
"1800606",18006,6,"Male",11,NA,NA,NA,NA
"1800607",18006,7,"Male",42,NA,NA,NA,NA
"1800608",18006,8,"Female",30,NA,NA,NA,NA
"1800609",18006,9,"Female",11,NA,NA,NA,NA
"1800701",18007,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"1800702",18007,2,"Female",40,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1800703",18007,3,"Male",20,NA,NA,NA,NA
"1800801",18008,1,"Male",70,NA,NA,NA,NA
"1800802",18008,2,"Female",60,NA,NA,NA,NA
"1800803",18008,3,"Male",34,NA,NA,NA,NA
"1800804",18008,4,"Female",28,NA,NA,NA,NA
"1800805",18008,5,"Male",7,NA,NA,NA,NA
"1800806",18008,6,"Female",5,NA,NA,NA,NA
"1800901",18009,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"1800902",18009,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"1800903",18009,3,"Female",14,NA,NA,NA,NA
"1800904",18009,4,"Male",6,NA,NA,NA,NA
"1801001",18010,1,"Male",30,"Head of Household","HINDUISM","OBC",1
"1801002",18010,2,"Female",21,NA,NA,NA,NA
"1801003",18010,3,"Male",26,NA,NA,NA,NA
"1801004",18010,4,"Male",65,NA,NA,NA,NA
"1801005",18010,5,"Female",55,NA,NA,NA,NA
"1801101",18011,1,"Male",80,"Head of Household","HINDUISM","OBC",1
"1801102",18011,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"1801103",18011,3,"Male",45,"Other","HINDUISM","OBC",1
"1801104",18011,4,"Female",38,"Other","HINDUISM","OBC",1
"1801105",18011,5,"Female",20,"Other","HINDUISM","OBC",1
"1801106",18011,6,"Female",16,NA,NA,NA,NA
"1801107",18011,7,"Male",14,NA,NA,NA,NA
"1801108",18011,8,"Male",75,NA,NA,NA,NA
"1801109",18011,9,"Female",70,NA,NA,NA,NA
"1801110",18011,10,"Male",40,"Other","HINDUISM","OBC",1
"1801111",18011,11,"Female",35,"Other","HINDUISM","OBC",1
"1801112",18011,12,"Female",8,NA,NA,NA,NA
"1801201",18012,1,"Male",48,"Head of Household","HINDUISM","OBC",1
"1801202",18012,2,"Female",42,"Spouse of Head of Household","HINDUISM","OBC",1
"1801203",18012,3,"Female",18,"Other","HINDUISM","GENERAL",1
"1801204",18012,4,"Female",15,NA,NA,NA,NA
"1801301",18013,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"1801302",18013,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"1801303",18013,3,"Male",20,NA,NA,NA,NA
"1801304",18013,4,"Female",14,NA,NA,NA,NA
"1801401",18014,1,"Male",60,NA,NA,NA,NA
"1801402",18014,2,"Female",50,NA,NA,NA,NA
"1801403",18014,3,"Male",25,NA,NA,NA,NA
"1801404",18014,4,"Male",15,NA,NA,NA,NA
"1801405",18014,5,"Female",20,NA,NA,NA,NA
"1801406",18014,6,"Female",80,NA,NA,NA,NA
"1801501",18015,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"1801502",18015,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"1801503",18015,3,"Female",70,NA,NA,NA,NA
"1801601",18016,1,"Male",60,NA,NA,NA,NA
"1801602",18016,2,"Female",50,NA,NA,NA,NA
"1801603",18016,3,"Female",45,NA,NA,NA,NA
"1801604",18016,4,"Female",25,NA,NA,NA,NA
"1801605",18016,5,"Male",15,NA,NA,NA,NA
"1801606",18016,6,"Male",12,NA,NA,NA,NA
"1801701",18017,1,"Male",27,"Head of Household","HINDUISM","OBC",1
"1801702",18017,2,"Female",22,"Other","HINDUISM","OBC",1
"1801703",18017,3,"Female",21,"Other","HINDUISM","OBC",1
"1801704",18017,4,"Female",20,"Other","HINDUISM","OBC",1
