"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"1900101",19001,1,"Male",48,"Head of Household","HINDUISM","OBC",1
"1900102",19001,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"1900103",19001,3,"Female",18,"Other","HINDUISM","OBC",1
"1900104",19001,4,"Male",35,"Other","HINDUISM","OBC",1
"1900105",19001,5,"Female",32,"Other","HINDUISM","OBC",1
"1900106",19001,6,"Female",9,NA,NA,NA,NA
"1900107",19001,7,"Female",7,NA,NA,NA,NA
"1900108",19001,8,"Female",22,"Other","HINDUISM","OBC",1
"1900109",19001,9,"Male",30,"Other","HINDUISM","OBC",1
"1900110",19001,10,"Female",28,"Other","HINDUISM","OBC",1
"1900111",19001,11,"Female",9,NA,NA,NA,NA
"1900112",19001,12,"Male",8,NA,NA,NA,NA
"1900113",19001,13,"Male",75,NA,NA,NA,NA
"1900114",19001,14,"Female",65,NA,NA,NA,NA
"1900201",19002,1,"Male",25,"Head of Household","HINDUISM","OBC",1
"1900202",19002,2,"Female",50,"Other","HINDUISM","OBC",1
"1900301",19003,1,"Female",40,NA,NA,NA,NA
"1900302",19003,2,"Male",16,NA,NA,NA,NA
"1900303",19003,3,"Female",14,NA,NA,NA,NA
"1900401",19004,1,"Male",80,NA,NA,NA,NA
"1900402",19004,2,"Male",31,NA,NA,NA,NA
"1900403",19004,3,"Female",30,NA,NA,NA,NA
"1900404",19004,4,"Female",12,NA,NA,NA,NA
"1900405",19004,5,"Female",8,NA,NA,NA,NA
"1900406",19004,6,"Male",6,NA,NA,NA,NA
"1900501",19005,1,"Male",70,NA,NA,NA,NA
"1900502",19005,2,"Female",60,NA,NA,NA,NA
"1900503",19005,3,"Male",35,NA,NA,NA,NA
"1900504",19005,4,"Female",30,NA,NA,NA,NA
"1900505",19005,5,"Male",8,NA,NA,NA,NA
"1900506",19005,6,"Male",6,NA,NA,NA,NA
"1900601",19006,1,"Male",56,NA,NA,NA,NA
"1900602",19006,2,"Female",45,NA,NA,NA,NA
"1900603",19006,3,"Male",26,NA,NA,NA,NA
"1900604",19006,4,"Male",21,NA,NA,NA,NA
"1900701",19007,1,"Male",32,"Head of Household","HINDUISM","OBC",1
"1900702",19007,2,"Female",20,"Spouse of Head of Household","HINDUISM","OBC",1
"1900703",19007,3,"Male",40,NA,NA,NA,NA
"1900704",19007,4,"Female",36,"Other","HINDUISM","OBC",1
"1900705",19007,5,"Female",10,NA,NA,NA,NA
"1900706",19007,6,"Female",6,NA,NA,NA,NA
"1900707",19007,7,"Male",30,NA,NA,NA,NA
"1900708",19007,8,"Female",19,NA,NA,NA,NA
"1900709",19007,9,"Female",55,NA,NA,NA,NA
"1900801",19008,1,"Male",44,NA,NA,NA,NA
"1900802",19008,2,"Female",38,NA,NA,NA,NA
"1900803",19008,3,"Female",18,NA,NA,NA,NA
"1900804",19008,4,"Female",14,NA,NA,NA,NA
"1900805",19008,5,"Male",13,NA,NA,NA,NA
"1900806",19008,6,"Female",65,NA,NA,NA,NA
"1900901",19009,1,"Male",39,NA,NA,NA,NA
"1900902",19009,2,"Male",32,NA,NA,NA,NA
"1900903",19009,3,"Male",27,NA,NA,NA,NA
"1900904",19009,4,"Female",62,NA,NA,NA,NA
"1901001",19010,1,"Male",40,"Head of Household","HINDUISM","OBC",1
"1901002",19010,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1901003",19010,3,"Female",19,"Other","HINDUISM","OBC",1
"1901004",19010,4,"Male",17,NA,NA,NA,NA
"1901005",19010,5,"Male",32,"Other","HINDUISM","OBC",1
"1901006",19010,6,"Female",28,"Other","HINDUISM","OBC",1
"1901007",19010,7,"Male",16,NA,NA,NA,NA
"1901008",19010,8,"Female",14,NA,NA,NA,NA
"1901009",19010,9,"Male",25,NA,NA,NA,NA
"1901010",19010,10,"Female",65,NA,NA,NA,NA
"1901101",19011,1,"Male",28,"Head of Household","HINDUISM","OBC",1
"1901102",19011,2,"Female",24,"Spouse of Head of Household","HINDUISM","OBC",1
"1901103",19011,3,"Male",6,NA,NA,NA,NA
"1901104",19011,4,"Male",4,NA,NA,NA,NA
"1901105",19011,5,"Male",22,NA,NA,NA,NA
"1901106",19011,6,"Female",65,NA,NA,NA,NA
"1901201",19012,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"1901202",19012,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"1901203",19012,3,"Male",20,NA,NA,NA,NA
"1901204",19012,4,"Female",16,NA,NA,NA,NA
"1901301",19013,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"1901302",19013,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"1901303",19013,3,"Male",35,"Other","HINDUISM","OBC",1
"1901304",19013,4,"Female",30,"Other","HINDUISM","OBC",1
"1901305",19013,5,"Female",5,NA,NA,NA,NA
"1901306",19013,6,"Female",4,NA,NA,NA,NA
"1901307",19013,7,"Male",28,"Other","HINDUISM","OBC",1
"1901308",19013,8,"Female",22,NA,NA,NA,NA
"1901309",19013,9,"Female",2,NA,NA,NA,NA
"1901310",19013,10,"Male",26,NA,NA,NA,NA
"1901311",19013,11,"Male",24,NA,NA,NA,NA
"1901401",19014,1,"Male",29,NA,NA,NA,NA
"1901402",19014,2,"Female",26,NA,NA,NA,NA
"1901403",19014,3,"Female",10,NA,NA,NA,NA
"1901404",19014,4,"Male",6,NA,NA,NA,NA
"1901501",19015,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"1901502",19015,2,"Female",30,"Spouse of Head of Household","HINDUISM","OBC",1
"1901503",19015,3,"Female",9,NA,NA,NA,NA
"1901504",19015,4,"Female",8,NA,NA,NA,NA
"1901505",19015,5,"Female",6,NA,NA,NA,NA
"1901506",19015,6,"Female",4,NA,NA,NA,NA
"1901507",19015,7,"Male",75,NA,NA,NA,NA
"1901508",19015,8,"Female",60,NA,NA,NA,NA
"1901601",19016,1,"Male",30,NA,NA,NA,NA
"1901602",19016,2,"Female",28,NA,NA,NA,NA
"1901603",19016,3,"Female",10,NA,NA,NA,NA
"1901604",19016,4,"Female",8,NA,NA,NA,NA
"1901605",19016,5,"Male",6,NA,NA,NA,NA
"1901701",19017,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"1901702",19017,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"1901703",19017,3,"Female",20,"Other","HINDUISM","OBC",1
"1901704",19017,4,"Male",6,NA,NA,NA,NA
"1901705",19017,5,"Male",5,NA,NA,NA,NA
"1901801",19018,1,"Female",45,NA,NA,NA,NA
"1901802",19018,2,"Female",35,NA,NA,NA,NA
"1901803",19018,3,"Female",14,NA,NA,NA,NA
"1901804",19018,4,"Male",12,NA,NA,NA,NA
"1901901",19019,1,"Male",46,NA,NA,NA,NA
"1901902",19019,2,"Female",38,NA,NA,NA,NA
"1901903",19019,3,"Male",21,NA,NA,NA,NA
"1901904",19019,4,"Male",17,NA,NA,NA,NA
"1902001",19020,1,"Male",35,"Head of Household","HINDUISM","OBC",1
