"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"600101",6001,1,"Male",35,NA,NA,NA,NA
"600102",6001,2,"Female",28,NA,NA,NA,NA
"600103",6001,3,"Female",11,NA,NA,NA,NA
"600104",6001,4,"Female",10,NA,NA,NA,NA
"600105",6001,5,"Male",6,NA,NA,NA,NA
"600201",6002,1,"Male",32,"Head of Household","HINDUISM","OBC",1
"600202",6002,2,"Female",27,"Spouse of Head of Household","HINDUISM","OBC",1
"600301",6003,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"600302",6003,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"600303",6003,3,"Male",19,NA,NA,NA,NA
"600304",6003,4,"Female",17,NA,NA,NA,NA
"600305",6003,5,"Male",13,NA,NA,NA,NA
"600306",6003,6,"Female",11,NA,NA,NA,NA
"600401",6004,1,"Male",50,NA,NA,NA,NA
"600402",6004,2,"Female",40,NA,NA,NA,NA
"600403",6004,3,"Female",20,NA,NA,NA,NA
"600404",6004,4,"Male",18,NA,NA,NA,NA
"600405",6004,5,"Male",16,NA,NA,NA,NA
"600406",6004,6,"Male",14,NA,NA,NA,NA
"600501",6005,1,"Male",32,"Head of Household","HINDUISM","OBC",1
"600502",6005,2,"Female",25,"Spouse of Head of Household","HINDUISM","OBC",1
"600503",6005,3,"Female",5,NA,NA,NA,NA
"600504",6005,4,"Male",3,NA,NA,NA,NA
"600601",6006,1,"Male",53,"Head of Household","HINDUISM","OBC",1
"600602",6006,2,"Female",42,"Spouse of Head of Household","HINDUISM","OBC",1
"600603",6006,3,"Male",23,NA,NA,NA,NA
"600701",6007,1,"Male",75,NA,NA,NA,NA
"600702",6007,2,"Female",60,NA,NA,NA,NA
"600703",6007,3,"Male",25,NA,NA,NA,NA
"600801",6008,1,"Female",25,NA,NA,NA,NA
"600802",6008,2,"Female",9,NA,NA,NA,NA
"600901",6009,1,"Male",29,NA,NA,NA,NA
"600902",6009,2,"Female",20,NA,NA,NA,NA
"601001",6010,1,"Female",50,"Head of Household","ISLAM","OBC",1
"601002",6010,2,"Female",27,"Spouse of Head of Household","ISLAM","OBC",1
"601003",6010,3,"Male",33,NA,NA,NA,NA
"601004",6010,4,"Male",17,NA,NA,NA,NA
"601005",6010,5,"Male",8,NA,NA,NA,NA
"601006",6010,6,"Male",21,"Other","ISLAM","OBC",1
"601007",6010,7,"Female",19,"Other","ISLAM","OBC",1
"601008",6010,8,"Female",3,NA,NA,NA,NA
"601101",6011,1,"Male",83,NA,NA,NA,NA
"601102",6011,2,"Female",52,NA,NA,NA,NA
"601103",6011,3,"Female",27,NA,NA,NA,NA
"601104",6011,4,"Male",33,NA,NA,NA,NA
"601105",6011,5,"Female",11,NA,NA,NA,NA
"601106",6011,6,"Female",6,NA,NA,NA,NA
"601107",6011,7,"Male",4,NA,NA,NA,NA
"601201",6012,1,"Male",30,NA,NA,NA,NA
"601202",6012,2,"Female",23,NA,NA,NA,NA
"601203",6012,3,"Female",1,NA,NA,NA,NA
"601301",6013,1,"Male",60,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"601302",6013,2,"Female",55,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"601303",6013,3,"Female",25,"Other","HINDUISM","SCHEDULED TRIBE",1
"601304",6013,4,"Female",18,"Other","HINDUISM","SCHEDULED CASTE",1
"601401",6014,1,"Female",30,NA,NA,NA,NA
"601402",6014,2,"Male",10,NA,NA,NA,NA
"601403",6014,3,"Female",8,NA,NA,NA,NA
"601501",6015,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"601502",6015,2,"Female",60,"Other","HINDUISM","OBC",1
"601503",6015,3,"Female",28,"Other","HINDUISM","OBC",1
"601504",6015,4,"Male",30,"Other","HINDUISM","DO NOT KNOW",1
"601505",6015,5,"Female",25,"Other","HINDUISM","OBC",1
"601506",6015,6,"Female",7,NA,NA,NA,NA
"601507",6015,7,"Female",5,NA,NA,NA,NA
"601508",6015,8,"Female",12,NA,NA,NA,NA
"601601",6016,1,"Male",40,NA,NA,NA,NA
"601602",6016,2,"Female",35,NA,NA,NA,NA
"601603",6016,3,"Male",25,NA,NA,NA,NA
"601604",6016,4,"Female",20,NA,NA,NA,NA
"601605",6016,5,"Male",5,NA,NA,NA,NA
"601606",6016,6,"Male",1,NA,NA,NA,NA
"601701",6017,1,"Female",80,NA,NA,NA,NA
"601702",6017,2,"Female",35,NA,NA,NA,NA
"601801",6018,1,"Male",45,NA,NA,NA,NA
"601802",6018,2,"Female",40,NA,NA,NA,NA
"601803",6018,3,"Male",19,NA,NA,NA,NA
"601804",6018,4,"Female",17,NA,NA,NA,NA
"601805",6018,5,"Male",14,NA,NA,NA,NA
"601901",6019,1,"Male",32,NA,NA,NA,NA
"601902",6019,2,"Female",25,NA,NA,NA,NA
"601903",6019,3,"Male",3,NA,NA,NA,NA
"601904",6019,4,"Male",8,NA,NA,NA,NA
"602001",6020,1,"Female",73,NA,NA,NA,NA
"602002",6020,2,"Male",48,NA,NA,NA,NA
"602003",6020,3,"Male",28,NA,NA,NA,NA
"602004",6020,4,"Female",20,NA,NA,NA,NA
