"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"4400101",44001,1,"Female",65,NA,NA,NA,NA
"4400201",44002,1,"Male",65,"Head of Household","HINDUISM","OBC",1
"4400202",44002,2,"Female",55,"Spouse of Head of Household","HINDUISM","OBC",1
"4400203",44002,3,"Male",27,"Other","HINDUISM","OBC",1
"4400204",44002,4,"Female",19,"Other","HINDUISM","OBC",1
"4400205",44002,5,"Male",24,NA,NA,NA,NA
"4400301",44003,1,"Male",40,NA,NA,NA,NA
"4400302",44003,2,"Female",30,NA,NA,NA,NA
"4400303",44003,3,"Male",10,NA,NA,NA,NA
"4400304",44003,4,"Male",8,NA,NA,NA,NA
"4400401",44004,1,"Male",65,"Head of Household","HINDUISM","OBC",1
"4400402",44004,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"4400403",44004,3,"Male",26,NA,NA,NA,NA
"4400404",44004,4,"Male",24,NA,NA,NA,NA
"4400501",44005,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"4400502",44005,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"4400503",44005,3,"Female",8,NA,NA,NA,NA
"4400504",44005,4,"Female",5,NA,NA,NA,NA
"4400601",44006,1,"Male",35,NA,NA,NA,NA
"4400602",44006,2,"Female",30,NA,NA,NA,NA
"4400603",44006,3,"Male",14,NA,NA,NA,NA
"4400604",44006,4,"Male",12,NA,NA,NA,NA
"4400605",44006,5,"Male",75,NA,NA,NA,NA
"4400701",44007,1,"Female",35,NA,NA,NA,NA
"4400702",44007,2,"Female",12,NA,NA,NA,NA
"4400801",44008,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"4400802",44008,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"4400901",44009,1,"Male",25,NA,NA,NA,NA
"4400902",44009,2,"Female",20,NA,NA,NA,NA
"4400903",44009,3,"Male",20,NA,NA,NA,NA
"4400904",44009,4,"Female",40,NA,NA,NA,NA
"4401001",44010,1,"Male",48,"Head of Household","HINDUISM","OBC",1
"4401002",44010,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"4401003",44010,3,"Male",22,NA,NA,NA,NA
"4401101",44011,1,"Male",60,NA,NA,NA,NA
"4401102",44011,2,"Female",50,NA,NA,NA,NA
"4401103",44011,3,"Male",32,NA,NA,NA,NA
"4401104",44011,4,"Male",30,NA,NA,NA,NA
"4401105",44011,5,"Female",10,NA,NA,NA,NA
"4401106",44011,6,"Female",8,NA,NA,NA,NA
"4401201",44012,1,"Female",40,"Head of Household","HINDUISM","OBC",1
"4401202",44012,2,"Male",20,NA,NA,NA,NA
"4401203",44012,3,"Female",15,NA,NA,NA,NA
"4401204",44012,4,"Female",70,NA,NA,NA,NA
"4401301",44013,1,"Male",50,"Head of Household","HINDUISM","GENERAL",1
"4401302",44013,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"4401401",44014,1,"Male",60,NA,NA,NA,NA
"4401402",44014,2,"Female",50,NA,NA,NA,NA
"4401403",44014,3,"Male",23,NA,NA,NA,NA
"4401404",44014,4,"Female",6,NA,NA,NA,NA
