"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"2100101",21001,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"2100102",21001,2,"Female",38,"Spouse of Head of Household","HINDUISM","OBC",1
"2100103",21001,3,"Female",18,"Other","HINDUISM","OBC",1
"2100104",21001,4,"Female",15,NA,NA,NA,NA
"2100105",21001,5,"Female",11,NA,NA,NA,NA
"2100201",21002,1,"Male",40,NA,NA,NA,NA
"2100202",21002,2,"Female",35,NA,NA,NA,NA
"2100203",21002,3,"Female",18,NA,NA,NA,NA
"2100204",21002,4,"Female",16,NA,NA,NA,NA
"2100205",21002,5,"Female",14,NA,NA,NA,NA
"2100301",21003,1,"Male",48,NA,NA,NA,NA
"2100302",21003,2,"Female",44,NA,NA,NA,NA
"2100303",21003,3,"Female",40,NA,NA,NA,NA
"2100304",21003,4,"Male",23,NA,NA,NA,NA
"2100305",21003,5,"Male",20,NA,NA,NA,NA
"2100306",21003,6,"Male",18,NA,NA,NA,NA
"2100307",21003,7,"Male",16,NA,NA,NA,NA
"2100401",21004,1,"Male",33,NA,NA,NA,NA
"2100402",21004,2,"Female",26,NA,NA,NA,NA
"2100403",21004,3,"Male",6,NA,NA,NA,NA
"2100404",21004,4,"Male",3,NA,NA,NA,NA
"2100405",21004,5,"Female",60,NA,NA,NA,NA
"2100501",21005,1,"Male",60,NA,NA,NA,NA
"2100502",21005,2,"Female",55,NA,NA,NA,NA
"2100503",21005,3,"Male",35,NA,NA,NA,NA
"2100504",21005,4,"Female",28,NA,NA,NA,NA
"2100505",21005,5,"Male",7,NA,NA,NA,NA
"2100506",21005,6,"Female",7,NA,NA,NA,NA
"2100507",21005,7,"Female",4,NA,NA,NA,NA
"2100508",21005,8,"Male",33,NA,NA,NA,NA
"2100509",21005,9,"Female",24,NA,NA,NA,NA
"2100510",21005,10,"Male",6,NA,NA,NA,NA
"2100511",21005,11,"Female",5,NA,NA,NA,NA
"2100512",21005,12,"Female",80,NA,NA,NA,NA
"2100601",21006,1,"Male",38,NA,NA,NA,NA
"2100602",21006,2,"Female",36,NA,NA,NA,NA
"2100603",21006,3,"Male",6,NA,NA,NA,NA
"2100604",21006,4,"Female",4,NA,NA,NA,NA
"2100701",21007,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"2100702",21007,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"2100703",21007,3,"Male",16,NA,NA,NA,NA
"2100704",21007,4,"Female",25,"Other","HINDUISM","OBC",1
"2100801",21008,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"2100802",21008,2,"Female",25,"Spouse of Head of Household","HINDUISM","OBC",1
"2100901",21009,1,"Male",40,"Head of Household","HINDUISM","OBC",1
"2100902",21009,2,"Female",30,"Spouse of Head of Household","HINDUISM","OBC",1
"2100903",21009,3,"Female",10,NA,NA,NA,NA
"2100904",21009,4,"Male",5,NA,NA,NA,NA
"2101001",21010,1,"Female",35,"Head of Household","HINDUISM","OBC",1
"2101002",21010,2,"Female",12,NA,NA,NA,NA
"2101003",21010,3,"Female",6,NA,NA,NA,NA
"2101101",21011,1,"Male",45,NA,NA,NA,NA
"2101102",21011,2,"Female",42,NA,NA,NA,NA
"2101103",21011,3,"Female",14,NA,NA,NA,NA
"2101104",21011,4,"Male",12,NA,NA,NA,NA
"2101201",21012,1,"Male",75,"Head of Household","HINDUISM","OBC",1
"2101202",21012,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"2101203",21012,3,"Male",20,NA,NA,NA,NA
"2101204",21012,4,"Female",23,"Other","HINDUISM","OBC",1
"2101301",21013,1,"Male",32,NA,NA,NA,NA
"2101302",21013,2,"Female",24,NA,NA,NA,NA
"2101303",21013,3,"Male",6,NA,NA,NA,NA
