"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"4100101",41001,1,"Male",60,NA,NA,NA,NA
"4100102",41001,2,"Female",45,NA,NA,NA,NA
"4100103",41001,3,"Male",18,NA,NA,NA,NA
"4100104",41001,4,"Female",12,NA,NA,NA,NA
"4100105",41001,5,"Female",10,NA,NA,NA,NA
"4100106",41001,6,"Female",80,NA,NA,NA,NA
"4100201",41002,1,"Male",35,NA,NA,NA,NA
"4100202",41002,2,"Female",26,NA,NA,NA,NA
"4100203",41002,3,"Male",5,NA,NA,NA,NA
"4100204",41002,4,"Male",3,NA,NA,NA,NA
"4100205",41002,5,"Female",6,NA,NA,NA,NA
"4100301",41003,1,"Male",40,NA,NA,NA,NA
"4100302",41003,2,"Female",35,NA,NA,NA,NA
"4100303",41003,3,"Male",4,NA,NA,NA,NA
"4100304",41003,4,"Male",3,NA,NA,NA,NA
"4100401",41004,1,"Male",36,"Head of Household","HINDUISM","OBC",1
"4100402",41004,2,"Female",33,"Spouse of Head of Household","HINDUISM","OBC",1
"4100403",41004,3,"Female",17,NA,NA,NA,NA
"4100404",41004,4,"Male",14,NA,NA,NA,NA
"4100501",41005,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"4100502",41005,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"4100503",41005,3,"Male",20,NA,NA,NA,NA
"4100504",41005,4,"Male",18,NA,NA,NA,NA
"4100505",41005,5,"Female",16,NA,NA,NA,NA
"4100506",41005,6,"Female",75,NA,NA,NA,NA
"4100601",41006,1,"Male",45,NA,NA,NA,NA
"4100602",41006,2,"Female",32,NA,NA,NA,NA
"4100603",41006,3,"Male",15,NA,NA,NA,NA
"4100604",41006,4,"Male",13,NA,NA,NA,NA
"4100605",41006,5,"Male",11,NA,NA,NA,NA
"4100606",41006,6,"Female",54,NA,NA,NA,NA
"4100607",41006,7,"Male",85,NA,NA,NA,NA
"4100608",41006,8,"Female",75,NA,NA,NA,NA
"4100701",41007,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"4100702",41007,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"4100703",41007,3,"Male",17,NA,NA,NA,NA
