"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"1400101",14001,1,"Male",70,NA,NA,NA,NA
"1400102",14001,2,"Female",56,NA,NA,NA,NA
"1400103",14001,3,"Male",38,NA,NA,NA,NA
"1400104",14001,4,"Female",26,NA,NA,NA,NA
"1400105",14001,5,"Female",3,NA,NA,NA,NA
"1400106",14001,6,"Female",12,NA,NA,NA,NA
"1400107",14001,7,"Male",25,NA,NA,NA,NA
"1400108",14001,8,"Female",20,NA,NA,NA,NA
"1400109",14001,9,"Female",6,NA,NA,NA,NA
"1400110",14001,10,"Male",11,NA,NA,NA,NA
"1400201",14002,1,"Male",27,NA,NA,NA,NA
"1400202",14002,2,"Female",22,NA,NA,NA,NA
"1400203",14002,3,"Male",8,NA,NA,NA,NA
"1400204",14002,4,"Male",6,NA,NA,NA,NA
"1400301",14003,1,"Male",66,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400302",14003,2,"Female",58,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400303",14003,3,"Male",40,"Other","HINDUISM","SCHEDULED CASTE",1
"1400304",14003,4,"Female",35,"Other","HINDUISM","SCHEDULED CASTE",1
"1400305",14003,5,"Female",10,NA,NA,NA,NA
"1400306",14003,6,"Male",9,NA,NA,NA,NA
"1400307",14003,7,"Male",2,NA,NA,NA,NA
"1400308",14003,8,"Male",30,"Other","HINDUISM","SCHEDULED CASTE",1
"1400309",14003,9,"Female",25,"Other","HINDUISM","SCHEDULED CASTE",1
"1400310",14003,10,"Female",4,NA,NA,NA,NA
"1400401",14004,1,"Male",50,NA,NA,NA,NA
"1400402",14004,2,"Female",40,NA,NA,NA,NA
"1400403",14004,3,"Male",21,NA,NA,NA,NA
"1400404",14004,4,"Male",19,NA,NA,NA,NA
"1400405",14004,5,"Male",15,NA,NA,NA,NA
"1400501",14005,1,"Male",45,NA,NA,NA,NA
"1400502",14005,2,"Female",38,NA,NA,NA,NA
"1400503",14005,3,"Male",16,NA,NA,NA,NA
"1400504",14005,4,"Male",14,NA,NA,NA,NA
"1400505",14005,5,"Male",11,NA,NA,NA,NA
"1400506",14005,6,"Male",75,NA,NA,NA,NA
"1400507",14005,7,"Female",65,NA,NA,NA,NA
"1400601",14006,1,"Male",51,NA,NA,NA,NA
"1400602",14006,2,"Female",47,NA,NA,NA,NA
"1400603",14006,3,"Male",27,NA,NA,NA,NA
"1400604",14006,4,"Female",21,NA,NA,NA,NA
"1400605",14006,5,"Male",22,NA,NA,NA,NA
"1400606",14006,6,"Male",20,NA,NA,NA,NA
"1400701",14007,1,"Male",60,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400702",14007,2,"Female",40,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400703",14007,3,"Male",19,NA,NA,NA,NA
"1400801",14008,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400802",14008,2,"Female",48,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400803",14008,3,"Male",30,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400804",14008,4,"Female",25,"Other","HINDUISM","SCHEDULED CASTE",1
"1400805",14008,5,"Male",4,NA,NA,NA,NA
"1400806",14008,6,"Female",3,NA,NA,NA,NA
"1400807",14008,7,"Male",20,NA,NA,NA,NA
"1400808",14008,8,"Male",19,NA,NA,NA,NA
"1400901",14009,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400902",14009,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"1400903",14009,3,"Female",16,NA,NA,NA,NA
