"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"2700101",27001,1,"Male",52,NA,NA,NA,NA
"2700102",27001,2,"Female",40,NA,NA,NA,NA
"2700103",27001,3,"Male",24,NA,NA,NA,NA
"2700104",27001,4,"Male",21,NA,NA,NA,NA
"2700105",27001,5,"Male",19,NA,NA,NA,NA
"2700106",27001,6,"Female",44,NA,NA,NA,NA
"2700201",27002,1,"Male",46,NA,NA,NA,NA
"2700202",27002,2,"Female",38,NA,NA,NA,NA
"2700203",27002,3,"Male",19,NA,NA,NA,NA
"2700204",27002,4,"Female",15,NA,NA,NA,NA
"2700205",27002,5,"Female",13,NA,NA,NA,NA
"2700301",27003,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700302",27003,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700303",27003,3,"Female",38,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700304",27003,4,"Male",13,NA,NA,NA,NA
"2700305",27003,5,"Male",9,NA,NA,NA,NA
"2700306",27003,6,"Female",65,NA,NA,NA,NA
"2700401",27004,1,"Male",54,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700402",27004,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700403",27004,3,"Male",25,NA,NA,NA,NA
"2700404",27004,4,"Female",20,"Other","HINDUISM","SCHEDULED CASTE",1
"2700501",27005,1,"Male",45,NA,NA,NA,NA
"2700502",27005,2,"Female",40,NA,NA,NA,NA
"2700503",27005,3,"Male",25,NA,NA,NA,NA
"2700504",27005,4,"Male",21,NA,NA,NA,NA
"2700505",27005,5,"Male",18,NA,NA,NA,NA
"2700506",27005,6,"Male",12,NA,NA,NA,NA
"2700601",27006,1,"Male",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700602",27006,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2700603",27006,3,"Female",4,NA,NA,NA,NA
"2700604",27006,4,"Female",6,NA,NA,NA,NA
"2700701",27007,1,"Male",35,NA,NA,NA,NA
"2700702",27007,2,"Female",25,NA,NA,NA,NA
"2700703",27007,3,"Female",1,NA,NA,NA,NA
"2700801",27008,1,"Male",50,NA,NA,NA,NA
"2700802",27008,2,"Female",35,NA,NA,NA,NA
"2700803",27008,3,"Male",18,NA,NA,NA,NA
"2700901",27009,1,"Male",35,NA,NA,NA,NA
"2700902",27009,2,"Female",30,NA,NA,NA,NA
"2700903",27009,3,"Male",12,NA,NA,NA,NA
"2700904",27009,4,"Male",10,NA,NA,NA,NA
"2700905",27009,5,"Female",70,NA,NA,NA,NA
"2701001",27010,1,"Male",33,NA,NA,NA,NA
"2701002",27010,2,"Female",31,NA,NA,NA,NA
"2701003",27010,3,"Male",12,NA,NA,NA,NA
"2701004",27010,4,"Female",10,NA,NA,NA,NA
"2701101",27011,1,"Male",40,NA,NA,NA,NA
"2701102",27011,2,"Female",30,NA,NA,NA,NA
"2701103",27011,3,"Male",12,NA,NA,NA,NA
"2701104",27011,4,"Female",5,NA,NA,NA,NA
"2701201",27012,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"2701202",27012,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"2701301",27013,1,"Male",70,NA,NA,NA,NA
"2701302",27013,2,"Female",60,NA,NA,NA,NA
"2701303",27013,3,"Male",30,NA,NA,NA,NA
"2701304",27013,4,"Female",22,NA,NA,NA,NA
"2701305",27013,5,"Male",27,NA,NA,NA,NA
"2701401",27014,1,"Male",28,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701402",27014,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701501",27015,1,"Male",33,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701502",27015,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701503",27015,3,"Female",28,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701504",27015,4,"Male",9,NA,NA,NA,NA
"2701505",27015,5,"Female",6,NA,NA,NA,NA
"2701506",27015,6,"Female",55,NA,NA,NA,NA
"2701601",27016,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701602",27016,2,"Female",38,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701603",27016,3,"Male",18,NA,NA,NA,NA
"2701604",27016,4,"Male",16,NA,NA,NA,NA
"2701605",27016,5,"Male",15,NA,NA,NA,NA
"2701701",27017,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701702",27017,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2701703",27017,3,"Male",25,NA,NA,NA,NA
"2701704",27017,4,"Female",23,"Other","HINDUISM","SCHEDULED CASTE",1
"2701705",27017,5,"Male",22,NA,NA,NA,NA
"2701801",27018,1,"Female",60,NA,NA,NA,NA
"2701802",27018,2,"Male",25,NA,NA,NA,NA
"2701901",27019,1,"Male",60,NA,NA,NA,NA
"2701902",27019,2,"Female",45,NA,NA,NA,NA
"2701903",27019,3,"Male",15,NA,NA,NA,NA
"2701904",27019,4,"Female",9,NA,NA,NA,NA
"2701905",27019,5,"Male",8,NA,NA,NA,NA
"2701906",27019,6,"Female",30,NA,NA,NA,NA
"2702001",27020,1,"Female",50,NA,NA,NA,NA
"2702002",27020,2,"Male",60,NA,NA,NA,NA
"2702003",27020,3,"Male",35,NA,NA,NA,NA
"2702004",27020,4,"Female",23,NA,NA,NA,NA
"2702005",27020,5,"Female",6,NA,NA,NA,NA
"2702006",27020,6,"Female",4,NA,NA,NA,NA
"2702007",27020,7,"Female",1,NA,NA,NA,NA
"2702008",27020,8,"Male",1,NA,NA,NA,NA
"2702009",27020,9,"Female",15,NA,NA,NA,NA
"2702010",27020,10,"Male",12,NA,NA,NA,NA
"2702101",27021,1,"Female",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702201",27022,1,"Male",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702202",27022,2,"Female",45,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702203",27022,3,"Female",22,NA,NA,NA,NA
"2702204",27022,4,"Male",21,NA,NA,NA,NA
"2702205",27022,5,"Male",20,NA,NA,NA,NA
"2702206",27022,6,"Female",18,NA,NA,NA,NA
"2702207",27022,7,"Female",80,NA,NA,NA,NA
"2702301",27023,1,"Male",26,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702302",27023,2,"Female",18,"Other","HINDUISM","SCHEDULED CASTE",1
"2702303",27023,3,"Female",40,"Other","HINDUISM","SCHEDULED CASTE",1
"2702401",27024,1,"Male",48,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702402",27024,2,"Female",44,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702403",27024,3,"Male",9,NA,NA,NA,NA
"2702404",27024,4,"Female",5,NA,NA,NA,NA
"2702405",27024,5,"Female",2,NA,NA,NA,NA
"2702501",27025,1,"Female",60,NA,NA,NA,NA
"2702601",27026,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702602",27026,2,"Female",50,NA,NA,NA,NA
"2702603",27026,3,"Male",20,NA,NA,NA,NA
"2702701",27027,1,"Female",36,NA,NA,NA,NA
"2702702",27027,2,"Male",1,NA,NA,NA,NA
"2702801",27028,1,"Male",53,NA,NA,NA,NA
"2702802",27028,2,"Female",40,NA,NA,NA,NA
"2702803",27028,3,"Female",16,NA,NA,NA,NA
"2702804",27028,4,"Female",14,NA,NA,NA,NA
"2702805",27028,5,"Female",15,NA,NA,NA,NA
"2702806",27028,6,"Male",5,NA,NA,NA,NA
"2702901",27029,1,"Male",42,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702902",27029,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2702903",27029,3,"Female",17,NA,NA,NA,NA
"2702904",27029,4,"Male",14,NA,NA,NA,NA
"2702905",27029,5,"Male",11,NA,NA,NA,NA
"2703001",27030,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"2703002",27030,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"2703003",27030,3,"Male",18,NA,NA,NA,NA
"2703101",27031,1,"Male",45,"Head of Household","HINDUISM","OBC",1
"2703102",27031,2,"Female",35,"Spouse of Head of Household","HINDUISM","OBC",1
"2703103",27031,3,"Male",20,NA,NA,NA,NA
"2703104",27031,4,"Female",17,NA,NA,NA,NA
"2703201",27032,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"2703202",27032,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"2703203",27032,3,"Male",20,NA,NA,NA,NA
"2703301",27033,1,"Male",52,NA,NA,NA,NA
"2703302",27033,2,"Female",40,NA,NA,NA,NA
"2703303",27033,3,"Female",18,NA,NA,NA,NA
"2703304",27033,4,"Male",15,NA,NA,NA,NA
"2703305",27033,5,"Male",14,NA,NA,NA,NA
"2703401",27034,1,"Male",29,NA,NA,NA,NA
"2703402",27034,2,"Female",21,NA,NA,NA,NA
"2703403",27034,3,"Female",1,NA,NA,NA,NA
"2703501",27035,1,"Male",52,"Head of Household","HINDUISM","OBC",1
"2703502",27035,2,"Female",46,"Spouse of Head of Household","HINDUISM","OBC",1
"2703503",27035,3,"Male",25,NA,NA,NA,NA
"2703601",27036,1,"Male",58,NA,NA,NA,NA
"2703602",27036,2,"Female",55,NA,NA,NA,NA
"2703603",27036,3,"Male",30,NA,NA,NA,NA
"2703604",27036,4,"Female",20,NA,NA,NA,NA
"2703701",27037,1,"Male",35,NA,NA,NA,NA
"2703702",27037,2,"Female",26,NA,NA,NA,NA
"2703703",27037,3,"Female",8,NA,NA,NA,NA
"2703704",27037,4,"Female",6,NA,NA,NA,NA
"2703801",27038,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"2703802",27038,2,"Female",22,"Spouse of Head of Household","HINDUISM","OBC",1
"2703803",27038,3,"Female",3,NA,NA,NA,NA
"2703804",27038,4,"Male",1,NA,NA,NA,NA
"2703901",27039,1,"Female",60,NA,NA,NA,NA
"2704001",27040,1,"Male",65,NA,NA,NA,NA
"2704002",27040,2,"Female",55,NA,NA,NA,NA
"2704003",27040,3,"Male",35,NA,NA,NA,NA
"2704004",27040,4,"Female",25,NA,NA,NA,NA
"2704005",27040,5,"Female",5,NA,NA,NA,NA
"2704006",27040,6,"Female",3,NA,NA,NA,NA
"2704101",27041,1,"Male",30,NA,NA,NA,NA
"2704102",27041,2,"Female",20,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2704103",27041,3,"Male",3,NA,NA,NA,NA
"2704201",27042,1,"Male",60,NA,NA,NA,NA
"2704202",27042,2,"Female",45,NA,NA,NA,NA
"2704203",27042,3,"Female",15,NA,NA,NA,NA
"2704204",27042,4,"Male",11,NA,NA,NA,NA
"2704205",27042,5,"Female",9,NA,NA,NA,NA
"2704206",27042,6,"Male",17,NA,NA,NA,NA
"2704207",27042,7,"Male",12,NA,NA,NA,NA
"2704301",27043,1,"Male",34,NA,NA,NA,NA
"2704302",27043,2,"Female",30,NA,NA,NA,NA
"2704303",27043,3,"Male",16,NA,NA,NA,NA
"2704304",27043,4,"Female",14,NA,NA,NA,NA
"2704401",27044,1,"Male",25,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2704402",27044,2,"Female",20,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"2704403",27044,3,"Male",3,NA,NA,NA,NA
"2704404",27044,4,"Male",1,NA,NA,NA,NA
"2704501",27045,1,"Female",50,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"2704502",27045,2,"Male",20,NA,NA,NA,NA
"2704503",27045,3,"Male",18,NA,NA,NA,NA
"2704601",27046,1,"Female",60,NA,NA,NA,NA
"2704602",27046,2,"Male",25,NA,NA,NA,NA
"2704701",27047,1,"Male",75,"Head of Household","HINDUISM","OBC",1
"2704702",27047,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"2704703",27047,3,"Male",25,"Other","HINDUISM","OBC",1
"2704704",27047,4,"Female",19,"Other","HINDUISM","OBC",1
"2704705",27047,5,"Female",1,NA,NA,NA,NA
"2704706",27047,6,"Male",15,NA,NA,NA,NA
"2704801",27048,1,"Male",50,NA,NA,NA,NA
"2704802",27048,2,"Female",45,NA,NA,NA,NA
"2704803",27048,3,"Male",22,NA,NA,NA,NA
"2704804",27048,4,"Male",16,NA,NA,NA,NA
"2704805",27048,5,"Female",15,NA,NA,NA,NA
"2704806",27048,6,"Male",75,NA,NA,NA,NA
"2704807",27048,7,"Female",70,NA,NA,NA,NA
"2704901",27049,1,"Male",42,NA,NA,NA,NA
"2704902",27049,2,"Female",30,NA,NA,NA,NA
"2704903",27049,3,"Female",15,NA,NA,NA,NA
"2704904",27049,4,"Female",13,NA,NA,NA,NA
"2704905",27049,5,"Female",11,NA,NA,NA,NA
"2704906",27049,6,"Male",10,NA,NA,NA,NA
"2705001",27050,1,"Male",32,"Head of Household","HINDUISM","OBC",1
"2705002",27050,2,"Female",24,"Spouse of Head of Household","HINDUISM","OBC",1
"2705003",27050,3,"Female",4,NA,NA,NA,NA
"2705004",27050,4,"Female",7,NA,NA,NA,NA
"2705101",27051,1,"Male",53,NA,NA,NA,NA
"2705102",27051,2,"Female",48,NA,NA,NA,NA
"2705103",27051,3,"Female",18,NA,NA,NA,NA
"2705104",27051,4,"Male",16,NA,NA,NA,NA
"2705105",27051,5,"Male",28,NA,NA,NA,NA
"2705106",27051,6,"Female",25,NA,NA,NA,NA
"2705107",27051,7,"Female",1,NA,NA,NA,NA
"2705201",27052,1,"Male",38,NA,NA,NA,NA
"2705202",27052,2,"Male",12,NA,NA,NA,NA
"2705203",27052,3,"Female",10,NA,NA,NA,NA
"2705301",27053,1,"Male",40,NA,NA,NA,NA
"2705302",27053,2,"Female",35,NA,NA,NA,NA
"2705303",27053,3,"Male",14,NA,NA,NA,NA
"2705304",27053,4,"Female",12,NA,NA,NA,NA
"2705401",27054,1,"Male",65,NA,NA,NA,NA
"2705402",27054,2,"Male",42,NA,NA,NA,NA
"2705403",27054,3,"Female",36,NA,NA,NA,NA
"2705404",27054,4,"Male",16,NA,NA,NA,NA
"2705405",27054,5,"Female",14,NA,NA,NA,NA
"2705501",27055,1,"Male",38,"Head of Household","HINDUISM","OBC",1
"2705502",27055,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"2705503",27055,3,"Male",14,NA,NA,NA,NA
"2705504",27055,4,"Female",5,NA,NA,NA,NA
"2705601",27056,1,"Male",65,"Head of Household","HINDUISM","GENERAL",1
"2705602",27056,2,"Female",50,"Spouse of Head of Household","HINDUISM","GENERAL",1
"2705603",27056,3,"Male",22,NA,NA,NA,NA
"2705604",27056,4,"Male",20,NA,NA,NA,NA
"2705605",27056,5,"Male",14,NA,NA,NA,NA
"2705701",27057,1,"Female",70,NA,NA,NA,NA
"2705801",27058,1,"Male",45,"Head of Household","HINDUISM","GENERAL",1
"2705802",27058,2,"Female",28,"Spouse of Head of Household","HINDUISM","GENERAL",1
"2705803",27058,3,"Female",20,"Spouse of Head of Household","HINDUISM","GENERAL",1
"2705804",27058,4,"Female",7,NA,NA,NA,NA
"2705805",27058,5,"Female",13,NA,NA,NA,NA
"2705806",27058,6,"Male",14,NA,NA,NA,NA
"2705807",27058,7,"Female",83,NA,NA,NA,NA
"2705901",27059,1,"Male",42,NA,NA,NA,NA
"2705902",27059,2,"Female",32,"Spouse of Head of Household","HINDUISM","OBC",1
"2705903",27059,3,"Male",18,NA,NA,NA,NA
"2705904",27059,4,"Male",16,NA,NA,NA,NA
"2706001",27060,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"2706002",27060,2,"Female",42,"Spouse of Head of Household","HINDUISM","OBC",1
"2706003",27060,3,"Male",24,"Other","HINDUISM","OBC",1
"2706004",27060,4,"Female",19,"Other","HINDUISM","OBC",1
"2706005",27060,5,"Male",20,NA,NA,NA,NA
"2706006",27060,6,"Male",18,NA,NA,NA,NA
"2706101",27061,1,"Female",65,NA,NA,NA,NA
"2706102",27061,2,"Male",38,NA,NA,NA,NA
"2706103",27061,3,"Female",28,NA,NA,NA,NA
"2706104",27061,4,"Female",12,NA,NA,NA,NA
"2706105",27061,5,"Male",9,NA,NA,NA,NA
"2706106",27061,6,"Male",32,NA,NA,NA,NA
"2706107",27061,7,"Female",24,NA,NA,NA,NA
"2706108",27061,8,"Male",6,NA,NA,NA,NA
"2706109",27061,9,"Female",4,NA,NA,NA,NA
"2706201",27062,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"2706202",27062,2,"Female",30,"Spouse of Head of Household","HINDUISM","OBC",1
"2706203",27062,3,"Female",6,NA,NA,NA,NA
"2706204",27062,4,"Female",4,NA,NA,NA,NA
"2706205",27062,5,"Female",70,NA,NA,NA,NA
"2706301",27063,1,"Male",40,NA,NA,NA,NA
"2706302",27063,2,"Female",35,NA,NA,NA,NA
"2706303",27063,3,"Male",9,NA,NA,NA,NA
"2706304",27063,4,"Female",8,NA,NA,NA,NA
"2706305",27063,5,"Male",75,NA,NA,NA,NA
"2706401",27064,1,"Male",47,NA,NA,NA,NA
"2706402",27064,2,"Female",40,NA,NA,NA,NA
"2706403",27064,3,"Female",15,NA,NA,NA,NA
"2706404",27064,4,"Female",13,NA,NA,NA,NA
"2706405",27064,5,"Male",11,NA,NA,NA,NA
"2706501",27065,1,"Male",40,NA,NA,NA,NA
"2706502",27065,2,"Female",30,NA,NA,NA,NA
"2706601",27066,1,"Female",70,NA,NA,NA,NA
"2706701",27067,1,"Male",36,NA,NA,NA,NA
"2706702",27067,2,"Female",25,NA,NA,NA,NA
"2706703",27067,3,"Male",16,NA,NA,NA,NA
"2706704",27067,4,"Female",60,NA,NA,NA,NA
"2706705",27067,5,"Male",6,NA,NA,NA,NA
"2706801",27068,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"2706802",27068,2,"Female",60,"Spouse of Head of Household","HINDUISM","OBC",1
"2706803",27068,3,"Male",40,"Other","HINDUISM","OBC",1
"2706804",27068,4,"Female",28,"Other","HINDUISM","OBC",1
"2706805",27068,5,"Male",3,NA,NA,NA,NA
"2706806",27068,6,"Male",1,NA,NA,NA,NA
"2706807",27068,7,"Male",35,NA,NA,NA,NA
"2706808",27068,8,"Female",22,NA,NA,NA,NA
"2706809",27068,9,"Male",30,NA,NA,NA,NA
"2706901",27069,1,"Male",55,"Head of Household","HINDUISM","OBC",1
"2706902",27069,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"2706903",27069,3,"Female",20,"Other","HINDUISM","OBC",1
"2706904",27069,4,"Male",18,NA,NA,NA,NA
"2706905",27069,5,"Male",50,"Other","HINDUISM","OBC",1
"2706906",27069,6,"Female",43,"Other","HINDUISM","OBC",1
"2706907",27069,7,"Female",20,"Other","HINDUISM","OBC",1
"2706908",27069,8,"Male",18,NA,NA,NA,NA
"2706909",27069,9,"Female",16,NA,NA,NA,NA
"2706910",27069,10,"Male",14,NA,NA,NA,NA
"2707001",27070,1,"Male",60,"Head of Household","HINDUISM","OBC",1
"2707002",27070,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"2707003",27070,3,"Male",25,NA,NA,NA,NA
"2707101",27071,1,"Male",63,NA,NA,NA,NA
"2707102",27071,2,"Female",55,NA,NA,NA,NA
"2707201",27072,1,"Male",65,NA,NA,NA,NA
"2707202",27072,2,"Female",50,NA,NA,NA,NA
"2707301",27073,1,"Male",75,NA,NA,NA,NA
"2707302",27073,2,"Female",55,NA,NA,NA,NA
"2707401",27074,1,"Male",65,NA,NA,NA,NA
"2707402",27074,2,"Female",55,NA,NA,NA,NA
"2707403",27074,3,"Female",18,NA,NA,NA,NA
"2707501",27075,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"2707502",27075,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
"2707503",27075,3,"Male",20,NA,NA,NA,NA
"2707504",27075,4,"Male",14,NA,NA,NA,NA
"2707505",27075,5,"Female",18,"Other","HINDUISM","OBC",1
"2707506",27075,6,"Male",30,"Other","HINDUISM","OBC",1
"2707507",27075,7,"Female",20,"Other","HINDUISM","OBC",1
"2707508",27075,8,"Male",20,NA,NA,NA,NA
"2707509",27075,9,"Female",68,NA,NA,NA,NA
"2707601",27076,1,"Male",32,"Head of Household","HINDUISM","OBC",1
"2707602",27076,2,"Female",26,"Spouse of Head of Household","HINDUISM","OBC",1
"2707603",27076,3,"Female",8,NA,NA,NA,NA
"2707604",27076,4,"Female",5,NA,NA,NA,NA
"2707701",27077,1,"Male",65,NA,NA,NA,NA
"2707702",27077,2,"Female",55,NA,NA,NA,NA
"2707703",27077,3,"Male",38,NA,NA,NA,NA
"2707704",27077,4,"Female",32,NA,NA,NA,NA
"2707705",27077,5,"Female",7,NA,NA,NA,NA
"2707706",27077,6,"Female",20,NA,NA,NA,NA
"2707707",27077,7,"Female",95,NA,NA,NA,NA
"2707801",27078,1,"Male",58,"Head of Household","HINDUISM","OBC",1
"2707802",27078,2,"Female",50,"Spouse of Head of Household","HINDUISM","OBC",1
"2707803",27078,3,"Female",26,"Other","HINDUISM","OBC",1
"2707804",27078,4,"Male",24,NA,NA,NA,NA
"2707901",27079,1,"Male",50,"Head of Household","HINDUISM","OBC",1
"2707902",27079,2,"Female",40,"Spouse of Head of Household","HINDUISM","OBC",1
