"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"6700101",67001,1,"Male",50,"Head of Household","HINDUISM","GENERAL",1
"6700102",67001,2,"Female",45,"Spouse of Head of Household","HINDUISM","GENERAL",1
"6700103",67001,3,"Male",23,NA,NA,NA,NA
"6700104",67001,4,"Male",20,NA,NA,NA,NA
"6700105",67001,5,"Female",75,NA,NA,NA,NA
"6700201",67002,1,"Male",45,NA,NA,NA,NA
"6700202",67002,2,"Female",40,NA,NA,NA,NA
"6700203",67002,3,"Male",17,NA,NA,NA,NA
"6700204",67002,4,"Female",14,NA,NA,NA,NA
"6700301",67003,1,"Male",33,"Head of Household","HINDUISM","GENERAL",1
"6700302",67003,2,"Female",28,"Spouse of Head of Household","HINDUISM","GENERAL",1
"6700303",67003,3,"Female",8,NA,NA,NA,NA
"6700304",67003,4,"Female",6,NA,NA,NA,NA
"6700401",67004,1,"Male",65,"Head of Household","HINDUISM","GENERAL",1
"6700402",67004,2,"Female",45,"Spouse of Head of Household","HINDUISM","GENERAL",1
"6700403",67004,3,"Male",23,NA,NA,NA,NA
"6700501",67005,1,"Male",30,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700502",67005,2,"Female",21,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700503",67005,3,"Female",1,NA,NA,NA,NA
"6700504",67005,4,"Female",60,NA,NA,NA,NA
"6700505",67005,5,"Female",33,"Other","HINDUISM","SCHEDULED CASTE",1
"6700506",67005,6,"Female",10,NA,NA,NA,NA
"6700601",67006,1,"Male",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700602",67006,2,"Female",25,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700603",67006,3,"Male",7,NA,NA,NA,NA
"6700604",67006,4,"Female",5,NA,NA,NA,NA
"6700701",67007,1,"Male",55,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700702",67007,2,"Female",52,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"6700703",67007,3,"Male",32,NA,NA,NA,NA
"6700704",67007,4,"Female",26,NA,NA,NA,NA
"6700705",67007,5,"Male",27,NA,NA,NA,NA
"6700706",67007,6,"Male",25,NA,NA,NA,NA
"6700801",67008,1,"Male",37,NA,NA,NA,NA
"6700802",67008,2,"Female",28,NA,NA,NA,NA
"6700803",67008,3,"Female",80,NA,NA,NA,NA
"6700901",67009,1,"Male",50,NA,NA,NA,NA
"6700902",67009,2,"Female",40,NA,NA,NA,NA
"6700903",67009,3,"Female",20,NA,NA,NA,NA
"6700904",67009,4,"Male",12,NA,NA,NA,NA
"6700905",67009,5,"Male",10,NA,NA,NA,NA
"6701001",67010,1,"Male",50,NA,NA,NA,NA
"6701002",67010,2,"Female",45,NA,NA,NA,NA
"6701003",67010,3,"Male",25,NA,NA,NA,NA
"6701004",67010,4,"Female",25,NA,NA,NA,NA
"6701005",67010,5,"Female",3,NA,NA,NA,NA
"6701006",67010,6,"Male",20,NA,NA,NA,NA
"6701101",67011,1,"Male",32,NA,NA,NA,NA
"6701102",67011,2,"Female",28,NA,NA,NA,NA
"6701103",67011,3,"Female",8,NA,NA,NA,NA
"6701104",67011,4,"Female",4,NA,NA,NA,NA
"6701201",67012,1,"Male",42,NA,NA,NA,NA
"6701202",67012,2,"Female",35,NA,NA,NA,NA
"6701203",67012,3,"Female",15,NA,NA,NA,NA
"6701204",67012,4,"Male",10,NA,NA,NA,NA
"6701301",67013,1,"Male",46,NA,NA,NA,NA
"6701302",67013,2,"Female",41,NA,NA,NA,NA
"6701303",67013,3,"Male",23,NA,NA,NA,NA
"6701304",67013,4,"Male",21,NA,NA,NA,NA
"6701305",67013,5,"Female",17,NA,NA,NA,NA
"6701306",67013,6,"Male",8,NA,NA,NA,NA
"6701401",67014,1,"Female",40,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6701402",67014,2,"Female",24,"Other","HINDUISM","SCHEDULED CASTE",1
"6701403",67014,3,"Male",18,NA,NA,NA,NA
"6701501",67015,1,"Female",35,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6701502",67015,2,"Male",14,NA,NA,NA,NA
"6701503",67015,3,"Female",12,NA,NA,NA,NA
"6701601",67016,1,"Male",50,NA,NA,NA,NA
"6701602",67016,2,"Female",40,NA,NA,NA,NA
"6701603",67016,3,"Female",11,NA,NA,NA,NA
"6701604",67016,4,"Female",15,NA,NA,NA,NA
"6701605",67016,5,"Female",5,NA,NA,NA,NA
"6701701",67017,1,"Female",75,NA,NA,NA,NA
"6701801",67018,1,"Male",40,NA,NA,NA,NA
"6701802",67018,2,"Female",38,NA,NA,NA,NA
"6701803",67018,3,"Female",16,NA,NA,NA,NA
"6701804",67018,4,"Male",15,NA,NA,NA,NA
"6701805",67018,5,"Male",12,NA,NA,NA,NA
"6701901",67019,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
