"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"6500101",65001,1,"Male",32,"Head of Household","HINDUISM","GENERAL",1
"6500102",65001,2,"Female",28,"Spouse of Head of Household","HINDUISM","GENERAL",1
"6500103",65001,3,"Female",8,NA,NA,NA,NA
"6500104",65001,4,"Female",56,NA,NA,NA,NA
"6500201",65002,1,"Male",46,NA,NA,NA,NA
"6500202",65002,2,"Female",41,NA,NA,NA,NA
"6500203",65002,3,"Male",22,NA,NA,NA,NA
"6500204",65002,4,"Female",19,NA,NA,NA,NA
"6500205",65002,5,"Female",17,NA,NA,NA,NA
"6500206",65002,6,"Male",44,NA,NA,NA,NA
"6500207",65002,7,"Female",39,NA,NA,NA,NA
"6500208",65002,8,"Male",21,NA,NA,NA,NA
"6500301",65003,1,"Male",44,"Head of Household","HINDUISM","GENERAL",1
"6500302",65003,2,"Female",39,"Spouse of Head of Household","HINDUISM","GENERAL",1
"6500303",65003,3,"Male",18,NA,NA,NA,NA
"6500401",65004,1,"Male",57,"Head of Household","HINDUISM","OBC",1
"6500402",65004,2,"Female",48,"Spouse of Head of Household","HINDUISM","OBC",1
"6500403",65004,3,"Male",23,NA,NA,NA,NA
"6500404",65004,4,"Male",20,NA,NA,NA,NA
"6500405",65004,5,"Female",70,NA,NA,NA,NA
"6500501",65005,1,"Male",27,NA,NA,NA,NA
"6500502",65005,2,"Female",23,NA,NA,NA,NA
"6500503",65005,3,"Female",9,NA,NA,NA,NA
"6500504",65005,4,"Male",55,NA,NA,NA,NA
"6500505",65005,5,"Female",50,NA,NA,NA,NA
"6500601",65006,1,"Male",37,NA,NA,NA,NA
"6500602",65006,2,"Female",28,NA,NA,NA,NA
"6500603",65006,3,"Male",6,NA,NA,NA,NA
"6500604",65006,4,"Male",1,NA,NA,NA,NA
"6500605",65006,5,"Male",19,NA,NA,NA,NA
"6500606",65006,6,"Male",65,NA,NA,NA,NA
"6500607",65006,7,"Female",50,NA,NA,NA,NA
"6500608",65006,8,"Female",70,NA,NA,NA,NA
"6500701",65007,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED CASTE",1
"6500702",65007,2,"Female",38,"Spouse of Head of Household","HINDUISM","SCHEDULED CASTE",1
"6500703",65007,3,"Male",15,NA,NA,NA,NA
"6500801",65008,1,"Female",36,NA,NA,NA,NA
"6500802",65008,2,"Male",16,NA,NA,NA,NA
"6500803",65008,3,"Male",13,NA,NA,NA,NA
