"pid","hhid","ppid","gender","age","resp_status","religion","caste","didsurv"
"3400101",34001,1,"Female",49,"Head of Household","HINDUISM","OBC",1
"3400102",34001,2,"Male",28,"Other","HINDUISM","OBC",1
"3400103",34001,3,"Female",20,"Other","HINDUISM","OBC",1
"3400104",34001,4,"Male",1,NA,NA,NA,NA
"3400105",34001,5,"Female",70,NA,NA,NA,NA
"3400201",34002,1,"Male",47,"Head of Household","HINDUISM","OBC",1
"3400202",34002,2,"Female",45,"Spouse of Head of Household","HINDUISM","OBC",1
"3400203",34002,3,"Female",21,"Other","HINDUISM","OBC",1
"3400204",34002,4,"Female",16,NA,NA,NA,NA
"3400205",34002,5,"Female",7,NA,NA,NA,NA
"3400301",34003,1,"Male",40,NA,NA,NA,NA
"3400302",34003,2,"Female",35,NA,NA,NA,NA
"3400303",34003,3,"Male",12,NA,NA,NA,NA
"3400304",34003,4,"Male",8,NA,NA,NA,NA
"3400401",34004,1,"Male",30,NA,NA,NA,NA
"3400402",34004,2,"Female",25,NA,NA,NA,NA
"3400403",34004,3,"Female",3,NA,NA,NA,NA
"3400501",34005,1,"Male",65,NA,NA,NA,NA
"3400502",34005,2,"Female",55,NA,NA,NA,NA
"3400601",34006,1,"Male",35,"Head of Household","ISLAM","OBC",1
"3400602",34006,2,"Female",28,"Spouse of Head of Household","ISLAM","OBC",1
"3400603",34006,3,"Male",8,NA,NA,NA,NA
"3400604",34006,4,"Female",5,NA,NA,NA,NA
"3400701",34007,1,"Male",35,"Head of Household","ISLAM","OBC",1
"3400702",34007,2,"Female",28,"Spouse of Head of Household","ISLAM","OBC",1
"3400703",34007,3,"Male",10,NA,NA,NA,NA
"3400704",34007,4,"Male",6,NA,NA,NA,NA
"3400801",34008,1,"Male",70,"Head of Household","HINDUISM","OBC",1
"3400802",34008,2,"Female",65,"Spouse of Head of Household","HINDUISM","OBC",1
"3400803",34008,3,"Male",30,"Other","HINDUISM","OBC",1
"3400804",34008,4,"Female",22,"Other","HINDUISM","OBC",1
"3400805",34008,5,"Male",6,NA,NA,NA,NA
"3400806",34008,6,"Female",3,NA,NA,NA,NA
"3400901",34009,1,"Male",65,NA,NA,NA,NA
"3400902",34009,2,"Female",60,NA,NA,NA,NA
"3400903",34009,3,"Male",40,NA,NA,NA,NA
"3400904",34009,4,"Male",33,NA,NA,NA,NA
"3401001",34010,1,"Female",65,NA,NA,NA,NA
"3401101",34011,1,"Male",48,"Head of Household","HINDUISM","OBC",1
"3401102",34011,2,"Female",37,"Spouse of Head of Household","HINDUISM","OBC",1
"3401103",34011,3,"Male",20,NA,NA,NA,NA
"3401201",34012,1,"Male",45,"Head of Household","ISLAM","OBC",1
"3401202",34012,2,"Female",40,"Spouse of Head of Household","ISLAM","OBC",1
"3401203",34012,3,"Female",18,"Other","ISLAM","OBC",1
"3401204",34012,4,"Male",16,NA,NA,NA,NA
"3401205",34012,5,"Female",14,NA,NA,NA,NA
"3401206",34012,6,"Female",12,NA,NA,NA,NA
"3401301",34013,1,"Male",75,NA,NA,NA,NA
"3401302",34013,2,"Female",65,NA,NA,NA,NA
"3401303",34013,3,"Male",20,NA,NA,NA,NA
"3401401",34014,1,"Male",40,"Head of Household","ISLAM","OBC",1
"3401402",34014,2,"Female",35,"Spouse of Head of Household","ISLAM","OBC",1
"3401403",34014,3,"Male",17,NA,NA,NA,NA
"3401404",34014,4,"Male",16,NA,NA,NA,NA
"3401501",34015,1,"Male",48,NA,NA,NA,NA
"3401502",34015,2,"Female",38,NA,NA,NA,NA
"3401503",34015,3,"Male",22,NA,NA,NA,NA
"3401504",34015,4,"Male",19,NA,NA,NA,NA
"3401601",34016,1,"Male",45,NA,NA,NA,NA
"3401602",34016,2,"Female",40,NA,NA,NA,NA
"3401603",34016,3,"Female",17,NA,NA,NA,NA
"3401604",34016,4,"Female",16,NA,NA,NA,NA
"3401605",34016,5,"Male",14,NA,NA,NA,NA
"3401701",34017,1,"Female",40,"Head of Household","ISLAM","OBC",1
"3401801",34018,1,"Male",63,NA,NA,NA,NA
"3401802",34018,2,"Female",50,NA,NA,NA,NA
"3401901",34019,1,"Male",68,NA,NA,NA,NA
"3401902",34019,2,"Female",60,NA,NA,NA,NA
"3401903",34019,3,"Male",20,NA,NA,NA,NA
"3401904",34019,4,"Male",18,NA,NA,NA,NA
"3402001",34020,1,"Male",32,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402002",34020,2,"Female",30,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402003",34020,3,"Male",11,NA,NA,NA,NA
"3402004",34020,4,"Female",2,NA,NA,NA,NA
"3402101",34021,1,"Male",23,NA,NA,NA,NA
"3402102",34021,2,"Female",20,NA,NA,NA,NA
"3402103",34021,3,"Female",5,NA,NA,NA,NA
"3402104",34021,4,"Male",3,NA,NA,NA,NA
"3402201",34022,1,"Male",29,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402202",34022,2,"Female",23,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402203",34022,3,"Female",5,NA,NA,NA,NA
"3402204",34022,4,"Female",1,NA,NA,NA,NA
"3402301",34023,1,"Male",31,NA,NA,NA,NA
"3402302",34023,2,"Female",26,NA,NA,NA,NA
"3402303",34023,3,"Female",50,NA,NA,NA,NA
"3402401",34024,1,"Female",50,NA,NA,NA,NA
"3402501",34025,1,"Male",50,"Head of Household","ISLAM","OBC",1
"3402502",34025,2,"Female",40,"Spouse of Head of Household","ISLAM","OBC",1
"3402503",34025,3,"Male",18,NA,NA,NA,NA
"3402504",34025,4,"Female",13,NA,NA,NA,NA
"3402505",34025,5,"Female",12,NA,NA,NA,NA
"3402601",34026,1,"Male",44,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402602",34026,2,"Female",35,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3402603",34026,3,"Male",12,NA,NA,NA,NA
"3402604",34026,4,"Female",10,NA,NA,NA,NA
"3402701",34027,1,"Female",65,NA,NA,NA,NA
"3402702",34027,2,"Male",28,NA,NA,NA,NA
"3402801",34028,1,"Male",30,NA,NA,NA,NA
"3402802",34028,2,"Female",26,NA,NA,NA,NA
"3402803",34028,3,"Male",7,NA,NA,NA,NA
"3402901",34029,1,"Male",45,NA,NA,NA,NA
"3403001",34030,1,"Male",25,"Head of Household","ISLAM","OBC",1
"3403002",34030,2,"Female",22,"Spouse of Head of Household","ISLAM","OBC",1
"3403003",34030,3,"Male",4,NA,NA,NA,NA
"3403004",34030,4,"Female",3,NA,NA,NA,NA
"3403005",34030,5,"Female",40,"Other","ISLAM","OBC",1
"3403101",34031,1,"Male",35,"Head of Household","HINDUISM","OBC",1
"3403102",34031,2,"Female",26,"Spouse of Head of Household","HINDUISM","OBC",1
"3403103",34031,3,"Male",5,NA,NA,NA,NA
"3403104",34031,4,"Female",2,NA,NA,NA,NA
"3403201",34032,1,"Female",36,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403202",34032,2,"Male",20,NA,NA,NA,NA
"3403203",34032,3,"Female",17,NA,NA,NA,NA
"3403204",34032,4,"Female",14,NA,NA,NA,NA
"3403301",34033,1,"Male",65,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403302",34033,2,"Female",40,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403303",34033,3,"Male",28,NA,NA,NA,NA
"3403401",34034,1,"Male",56,NA,NA,NA,NA
"3403402",34034,2,"Female",45,NA,NA,NA,NA
"3403403",34034,3,"Male",15,NA,NA,NA,NA
"3403404",34034,4,"Male",13,NA,NA,NA,NA
"3403405",34034,5,"Male",25,NA,NA,NA,NA
"3403406",34034,6,"Female",21,NA,NA,NA,NA
"3403407",34034,7,"Female",7,NA,NA,NA,NA
"3403501",34035,1,"Male",36,NA,NA,NA,NA
"3403502",34035,2,"Female",29,NA,NA,NA,NA
"3403503",34035,3,"Female",1,NA,NA,NA,NA
"3403601",34036,1,"Male",44,"Head of Household","HINDUISM","GENERAL",1
"3403602",34036,2,"Female",40,"Spouse of Head of Household","HINDUISM","GENERAL",1
"3403603",34036,3,"Male",17,NA,NA,NA,NA
"3403604",34036,4,"Female",13,NA,NA,NA,NA
"3403701",34037,1,"Male",45,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403702",34037,2,"Female",36,"Spouse of Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403703",34037,3,"Female",10,NA,NA,NA,NA
"3403704",34037,4,"Male",6,NA,NA,NA,NA
"3403705",34037,5,"Male",4,NA,NA,NA,NA
"3403801",34038,1,"Male",25,"Head of Household","HINDUISM","SCHEDULED TRIBE",1
"3403802",34038,2,"Female",20,NA,NA,NA,NA
"3403803",34038,3,"Female",4,NA,NA,NA,NA
"3403804",34038,4,"Male",70,NA,NA,NA,NA
